반납일자,반납확정일자,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,운용부서,물품상태,사유
2023-06-22,2023-06-25,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111640148,2016-02-09,10875000,중앙도서관,폐품,사용연한경과
2023-03-29,2023-04-01,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111640150,2016-02-09,10875000,중앙도서관,중고품,불용결정
2021-07-25,2021-07-28,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111640151,2016-02-09,10875000,중앙도서관,폐품,사용연한경과
2018-09-20,2018-09-23,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111640153,2016-02-09,10875000,중앙도서관,정비필요품,고장/파손
2024-02-08,2024-02-11,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111640156,2016-02-09,10875000,중앙도서관,정비필요품,고장/파손
2024-03-15,2024-03-18,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111640159,2016-02-09,10875000,중앙도서관,중고품,잉여물품
2024-10-07,2024-10-10,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111640160,2016-02-09,10875000,중앙도서관,정비필요품,고장/파손
2019-04-15,2019-04-18,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111640161,2016-02-09,10875000,중앙도서관,중고품,불용결정
2020-04-21,2020-04-24,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111640163,2016-02-09,10875000,중앙도서관,폐품,사용연한경과
2019-05-26,2019-05-29,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111640166,2016-02-09,10875000,중앙도서관,폐품,사용연한경과
2021-10-17,2021-10-20,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111640168,2016-02-09,10875000,중앙도서관,중고품,잉여물품
2017-05-16,2017-05-19,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111640169,2016-02-09,10875000,중앙도서관,중고품,사업종료
2023-01-24,2023-01-27,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111640170,2016-02-09,10875000,중앙도서관,정비필요품,고장/파손
2019-01-17,2019-01-20,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111640173,2016-02-09,10875000,중앙도서관,폐품,사용연한경과
2021-04-24,2021-04-27,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111640174,2016-02-09,10875000,중앙도서관,중고품,불용결정
2019-02-16,2019-02-19,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111640175,2016-02-09,10875000,중앙도서관,중고품,불용결정
2022-03-20,2022-03-23,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111640176,2016-02-09,10875000,중앙도서관,중고품,사업종료
2019-06-02,2019-06-05,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111640177,2016-02-09,10875000,중앙도서관,정비필요품,고장/파손
2024-09-04,,badbergjr,박대리,대기,5610170323456787,사무용 책상 (1400mm),M111640178,2016-02-09,10875000,중앙도서관,폐품,사용연한경과
2017-10-02,2017-10-05,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111640182,2016-02-09,10875000,중앙도서관,폐품,사용연한경과
2024-12-20,2024-12-23,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111640183,2016-02-09,10875000,중앙도서관,폐품,사용연한경과
2017-12-28,2017-12-31,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111640184,2016-02-09,10875000,중앙도서관,폐품,사용연한경과
2017-05-19,2017-05-22,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111640185,2016-02-09,10875000,중앙도서관,폐품,사용연한경과
2025-06-30,2025-07-03,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111640186,2016-02-09,10875000,중앙도서관,중고품,불용결정
2024-06-24,2024-06-27,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111640187,2016-02-09,10875000,중앙도서관,폐품,사용연한경과
2021-02-23,2021-02-26,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111640188,2016-02-09,10875000,중앙도서관,정비필요품,고장/파손
2022-07-28,2022-07-31,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111640189,2016-02-09,10875000,중앙도서관,중고품,사업종료
2023-12-29,2024-01-01,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111640195,2016-02-09,10875000,중앙도서관,정비필요품,고장/파손
2017-04-07,2017-04-10,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M111540203,2015-01-12,7570000,공과대학,폐품,사용연한경과
2025-09-20,2025-09-23,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M111540205,2015-01-12,7570000,공과대학,중고품,사업종료
2021-04-03,2021-04-06,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M111540206,2015-01-12,7570000,공과대학,정비필요품,고장/파손
2024-03-29,2024-04-01,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M111540207,2015-01-12,7570000,공과대학,폐품,사용연한경과
2021-08-04,2021-08-07,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M111540208,2015-01-12,7570000,공과대학,폐품,사용연한경과
2023-10-31,2023-11-03,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M112240210,2022-06-02,6335000,AI연구원,중고품,잉여물품
2020-01-18,2020-01-21,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M111840254,2018-07-12,12865000,공과대학,중고품,잉여물품
2020-08-24,2020-08-27,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M111840257,2018-07-12,12865000,공과대학,폐품,사용연한경과
2025-11-16,2025-11-19,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M111840259,2018-07-12,12865000,공과대학,폐품,사용연한경과
2020-11-09,2020-11-12,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M111840263,2018-07-12,12865000,공과대학,정비필요품,고장/파손
2018-01-31,2018-02-03,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M111640265,2016-12-12,11882000,경영대학,중고품,불용결정
2021-10-22,2021-10-25,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111940270,2019-06-13,12954000,공과대학,중고품,잉여물품
2021-09-19,2021-09-22,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111940271,2019-06-13,12954000,공과대학,중고품,사업종료
2020-10-11,2020-10-14,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111940272,2019-06-13,12954000,공과대학,정비필요품,고장/파손
2020-10-07,2020-10-10,badbergjr,박대리,확정,4321190223456784,27인치 모니터,M111740310,2017-05-10,635000,인문대학,중고품,불용결정
2022-08-07,2022-08-10,badbergjr,박대리,확정,4321190223456784,27인치 모니터,M111740311,2017-05-10,635000,인문대학,정비필요품,고장/파손
2018-02-20,2018-02-23,badbergjr,박대리,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111540312,2015-04-06,12530000,입학처,폐품,사용연한경과
2025-05-14,2025-05-17,badbergjr,박대리,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111540314,2015-04-06,12530000,입학처,정비필요품,고장/파손
2020-03-09,,badbergjr,박대리,대기,4511160123456786,강의실 빔프로젝터,M111740320,2017-01-19,17164000,중앙도서관,정비필요품,고장/파손
2022-09-16,2022-09-19,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111740321,2017-01-19,17164000,중앙도서관,중고품,불용결정
2022-05-21,2022-05-24,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111740323,2017-01-19,17164000,중앙도서관,중고품,사업종료
2022-03-04,2022-03-07,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111740324,2017-01-19,17164000,중앙도서관,폐품,사용연한경과
2024-05-16,2024-05-19,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111740325,2017-01-19,17164000,중앙도서관,정비필요품,고장/파손
2023-01-31,2023-02-03,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111740327,2017-01-19,17164000,중앙도서관,중고품,잉여물품
2024-09-24,2024-09-27,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111740328,2017-01-19,17164000,중앙도서관,정비필요품,고장/파손
2025-01-22,2025-01-25,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111840333,2018-03-03,2150000,총무팀,폐품,사용연한경과
2020-07-13,2020-07-16,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111840334,2018-03-03,2150000,총무팀,중고품,불용결정
2022-03-24,2022-03-27,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111840335,2018-03-03,2150000,총무팀,폐품,사용연한경과
2025-01-06,2025-01-09,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111840338,2018-03-03,2150000,총무팀,폐품,사용연한경과
2023-01-05,2023-01-08,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111840339,2018-03-03,2150000,총무팀,폐품,사용연한경과
2021-06-14,,badbergjr,박대리,대기,5610151923456789,강의실 2인용 책상,M111840340,2018-03-03,2150000,총무팀,폐품,사용연한경과
2022-04-18,2022-04-21,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111840341,2018-03-03,2150000,총무팀,중고품,불용결정
2021-05-16,2021-05-19,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111840342,2018-03-03,2150000,총무팀,폐품,사용연한경과
2019-05-14,2019-05-17,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111840343,2018-03-03,2150000,총무팀,정비필요품,고장/파손
2024-12-20,2024-12-23,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111840344,2018-03-03,2150000,총무팀,중고품,사업종료
2024-03-01,2024-03-04,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111840345,2018-03-03,2150000,총무팀,폐품,사용연한경과
2017-07-26,2017-07-29,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M111540347,2015-03-09,13886000,입학처,폐품,사용연한경과
2024-07-10,2024-07-13,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M111540350,2015-03-09,13886000,입학처,중고품,불용결정
2017-03-05,2017-03-08,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M111540351,2015-03-09,13886000,입학처,폐품,사용연한경과
2023-01-15,2023-01-18,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M111540352,2015-03-09,13886000,입학처,중고품,사업종료
2017-01-30,2017-02-02,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M111540353,2015-03-09,13886000,입학처,정비필요품,고장/파손
2020-08-14,2020-08-17,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111840354,2018-10-17,17267000,중앙도서관,폐품,사용연한경과
2019-12-25,2019-12-28,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111840357,2018-10-17,17267000,중앙도서관,폐품,사용연한경과
2022-01-24,2022-01-27,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111840359,2018-10-17,17267000,중앙도서관,중고품,잉여물품
2022-03-07,2022-03-10,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111840361,2018-10-17,17267000,중앙도서관,폐품,사용연한경과
2024-05-03,2024-05-06,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111840362,2018-10-17,17267000,중앙도서관,정비필요품,고장/파손
2025-02-13,2025-02-16,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M112140432,2021-09-19,3452000,경영대학,정비필요품,고장/파손
2023-06-05,,badbergjr,박대리,대기,5610151923456789,강의실 2인용 책상,M112140434,2021-09-19,3452000,경영대학,정비필요품,고장/파손
2025-06-14,2025-06-17,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M112140436,2021-09-19,3452000,경영대학,정비필요품,고장/파손
2024-09-07,2024-09-10,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M112140447,2021-09-19,3452000,경영대학,중고품,불용결정
2025-11-03,2025-11-06,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M112140454,2021-09-19,3452000,경영대학,폐품,사용연한경과
2018-01-03,2018-01-06,badbergjr,박대리,확정,4321190223456784,27인치 모니터,M111640455,2016-04-07,3106000,공과대학,폐품,사용연한경과
2024-03-18,2024-03-21,badbergjr,박대리,확정,4321190223456784,27인치 모니터,M111640457,2016-04-07,3106000,공과대학,폐품,사용연한경과
2020-03-23,2020-03-26,badbergjr,박대리,확정,4321190223456784,27인치 모니터,M111640458,2016-04-07,3106000,공과대학,중고품,사업종료
2021-08-07,,badbergjr,박대리,대기,4321190223456784,27인치 모니터,M111640459,2016-04-07,3106000,공과대학,중고품,잉여물품
2017-10-01,2017-10-04,badbergjr,박대리,확정,4321190223456784,27인치 모니터,M111640460,2016-04-07,3106000,공과대학,중고품,사업종료
2017-09-13,2017-09-16,badbergjr,박대리,확정,4321190223456784,27인치 모니터,M111640461,2016-04-07,3106000,공과대학,중고품,불용결정
2020-02-20,2020-02-23,badbergjr,박대리,확정,4321190223456784,27인치 모니터,M111640462,2016-04-07,3106000,공과대학,정비필요품,고장/파손
2024-03-29,2024-04-01,badbergjr,박대리,확정,4321190223456784,27인치 모니터,M111640463,2016-04-07,3106000,공과대학,폐품,사용연한경과
2023-01-09,2023-01-12,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M112040466,2020-07-23,15438000,인문대학,중고품,잉여물품
2023-01-02,2023-01-05,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M112040467,2020-07-23,15438000,인문대학,정비필요품,고장/파손
2021-12-08,2021-12-11,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M112040468,2020-07-23,15438000,인문대학,폐품,사용연한경과
2023-07-31,2023-08-03,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M112040471,2020-07-23,15438000,인문대학,폐품,사용연한경과
2025-04-13,2025-04-16,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M112040472,2020-07-23,15438000,인문대학,정비필요품,고장/파손
2024-12-31,2025-01-03,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M112240476,2022-09-28,3143000,공과대학,중고품,불용결정
2023-10-25,,badbergjr,박대리,대기,5610170323456787,사무용 책상 (1400mm),M112240484,2022-09-28,3143000,공과대학,중고품,불용결정
2021-08-19,2021-08-22,badbergjr,박대리,확정,4321190223456784,27인치 모니터,M111940485,2019-07-29,3382000,경영대학,폐품,사용연한경과
2025-09-14,2025-09-17,badbergjr,박대리,확정,4321190223456784,27인치 모니터,M111940487,2019-07-29,3382000,경영대학,폐품,사용연한경과
2021-08-15,2021-08-18,badbergjr,박대리,확정,4321190223456784,27인치 모니터,M111940488,2019-07-29,3382000,경영대학,중고품,불용결정
2025-04-30,2025-05-03,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M112240508,2022-02-03,10865000,인문대학,중고품,불용결정
2025-12-18,2025-12-21,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M112240510,2022-02-03,10865000,인문대학,폐품,사용연한경과
2024-12-15,2024-12-18,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M112240512,2022-02-03,10865000,인문대학,폐품,사용연한경과
2026-01-20,2026-01-23,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111540519,2015-10-27,13045000,중앙도서관,정비필요품,고장/파손
2017-11-01,2017-11-04,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111540521,2015-10-27,13045000,중앙도서관,중고품,사업종료
2020-08-20,2020-08-23,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111540523,2015-10-27,13045000,중앙도서관,중고품,사업종료
2025-04-12,2025-04-15,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M112240528,2022-11-28,1500000,중앙도서관,정비필요품,고장/파손
2017-11-26,2017-11-29,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111540533,2015-11-20,7853000,산학협력단,폐품,사용연한경과
2021-02-14,2021-02-17,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111540534,2015-11-20,7853000,산학협력단,중고품,불용결정
2020-03-03,2020-03-06,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111540535,2015-11-20,7853000,산학협력단,폐품,사용연한경과
2018-09-24,,badbergjr,박대리,대기,5610170323456787,사무용 책상 (1400mm),M111540536,2015-11-20,7853000,산학협력단,중고품,불용결정
2021-07-07,2021-07-10,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111540537,2015-11-20,7853000,산학협력단,폐품,사용연한경과
2019-02-27,2019-03-02,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111540539,2015-11-20,7853000,산학협력단,폐품,사용연한경과
2025-06-24,2025-06-27,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111540540,2015-11-20,7853000,산학협력단,폐품,사용연한경과
2020-08-28,2020-08-31,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111540541,2015-11-20,7853000,산학협력단,폐품,사용연한경과
2018-11-19,2018-11-22,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111540542,2015-11-20,7853000,산학협력단,폐품,사용연한경과
2017-04-16,2017-04-19,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111540543,2015-11-20,7853000,산학협력단,중고품,불용결정
2022-07-11,2022-07-14,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111540546,2015-11-20,7853000,산학협력단,중고품,잉여물품
2022-12-11,2022-12-14,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111540547,2015-11-20,7853000,산학협력단,폐품,사용연한경과
2017-02-26,2017-03-01,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111540548,2015-11-20,7853000,산학협력단,중고품,사업종료
2024-12-08,2024-12-11,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111540550,2015-11-20,7853000,산학협력단,정비필요품,고장/파손
2017-09-05,2017-09-08,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111540551,2015-11-20,7853000,산학협력단,정비필요품,고장/파손
2019-04-10,2019-04-13,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111540552,2015-11-20,7853000,산학협력단,중고품,불용결정
2019-11-01,2019-11-04,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111540555,2015-11-20,7853000,산학협력단,정비필요품,고장/파손
2021-11-11,2021-11-14,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111540556,2015-11-20,7853000,산학협력단,폐품,사용연한경과
2025-09-01,2025-09-04,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111540557,2015-11-20,7853000,산학협력단,정비필요품,고장/파손
2025-09-14,2025-09-17,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111540558,2015-11-20,7853000,산학협력단,중고품,불용결정
2020-04-12,2020-04-15,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111540560,2015-11-20,7853000,산학협력단,폐품,사용연한경과
2020-01-09,2020-01-12,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111540562,2015-11-20,7853000,산학협력단,중고품,불용결정
2021-11-20,2021-11-23,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111540563,2015-11-20,7853000,산학협력단,중고품,불용결정
2017-06-20,2017-06-23,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111540564,2015-11-20,7853000,산학협력단,정비필요품,고장/파손
2017-11-12,2017-11-15,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M111540567,2015-04-04,21591000,시설팀,정비필요품,고장/파손
2018-09-15,2018-09-18,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M111540569,2015-04-04,21591000,시설팀,중고품,불용결정
2023-04-19,2023-04-22,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M111540571,2015-04-04,21591000,시설팀,폐품,사용연한경과
2024-12-01,2024-12-04,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M111540572,2015-04-04,21591000,시설팀,중고품,불용결정
2019-01-26,2019-01-29,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M111540573,2015-04-04,21591000,시설팀,정비필요품,고장/파손
2023-07-27,2023-07-30,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M111540574,2015-04-04,21591000,시설팀,중고품,잉여물품
2023-11-02,2023-11-05,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M112240576,2022-03-03,15258000,입학처,정비필요품,고장/파손
2024-05-15,2024-05-18,badbergjr,박대리,확정,4322261023456785,AI 연구용 GPU 서버,M112240582,2022-10-15,16228000,시설팀,폐품,사용연한경과
2023-06-13,2023-06-16,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M112140588,2021-04-15,15154000,시설팀,정비필요품,고장/파손
2025-01-30,2025-02-02,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M112240600,2022-04-04,4925000,경영대학,중고품,불용결정
2025-11-25,2025-11-28,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M112240602,2022-04-04,4925000,경영대학,폐품,사용연한경과
2024-12-08,2024-12-11,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M112240604,2022-04-04,4925000,경영대학,폐품,사용연한경과
2024-12-30,2025-01-02,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M112240605,2022-04-04,4925000,경영대학,중고품,사업종료
2024-06-16,2024-06-19,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M112240606,2022-04-04,4925000,경영대학,폐품,사용연한경과
2025-02-10,2025-02-13,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M112240609,2022-04-04,4925000,경영대학,폐품,사용연한경과
2023-04-13,2023-04-16,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M112240613,2022-04-04,4925000,경영대학,폐품,사용연한경과
2025-04-16,2025-04-19,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M112140655,2021-05-01,11358000,산학협력단,정비필요품,고장/파손
2024-04-12,2024-04-15,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M112240682,2022-12-18,28725000,AI연구원,정비필요품,고장/파손
2025-06-30,2025-07-03,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M112240686,2022-12-18,28725000,AI연구원,폐품,사용연한경과
2025-01-28,2025-01-31,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M112240688,2022-12-18,28725000,AI연구원,폐품,사용연한경과
2024-01-09,,badbergjr,박대리,대기,4321190223456784,27인치 모니터,M111840694,2018-12-04,3265000,경영대학,중고품,불용결정
2021-04-06,2021-04-09,badbergjr,박대리,확정,4321190223456784,27인치 모니터,M111840695,2018-12-04,3265000,경영대학,중고품,불용결정
2021-09-11,2021-09-14,badbergjr,박대리,확정,4321190223456784,27인치 모니터,M111840698,2018-12-04,3265000,경영대학,중고품,불용결정
2020-02-19,2020-02-22,badbergjr,박대리,확정,4321190223456784,27인치 모니터,M111840701,2018-12-04,3265000,경영대학,중고품,불용결정
2025-04-11,,badbergjr,박대리,대기,4322261023456785,AI 연구용 GPU 서버,M112240703,2022-04-15,118978000,시설팀,중고품,잉여물품
2025-05-25,2025-05-28,badbergjr,박대리,확정,4322261023456785,AI 연구용 GPU 서버,M112240706,2022-04-15,118978000,시설팀,정비필요품,고장/파손
2024-03-02,,badbergjr,박대리,대기,4322261023456785,AI 연구용 GPU 서버,M112240709,2022-04-15,118978000,시설팀,폐품,사용연한경과
2023-12-21,2023-12-24,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M112240748,2022-05-16,2708000,산학협력단,폐품,사용연한경과
2024-02-11,2024-02-14,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M112240750,2022-05-16,2708000,산학협력단,정비필요품,고장/파손
2025-12-18,,badbergjr,박대리,대기,5611210223456788,매쉬 의자 (Standard),M112240754,2022-05-16,2708000,산학협력단,중고품,사업종료
2021-11-15,2021-11-18,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M111840770,2018-08-22,1667000,총무팀,폐품,사용연한경과
2022-09-11,2022-09-14,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M111840773,2018-08-22,1667000,총무팀,중고품,잉여물품
2021-08-03,,badbergjr,박대리,대기,5611210223456788,매쉬 의자 (Standard),M111840778,2018-08-22,1667000,총무팀,중고품,불용결정
2022-03-26,2022-03-29,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M111840779,2018-08-22,1667000,총무팀,폐품,사용연한경과
2023-09-11,2023-09-14,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M112240782,2022-08-30,8537000,소프트웨어융합대학,폐품,사용연한경과
2022-05-20,2022-05-23,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M111640783,2016-01-05,12134000,산학협력단,중고품,불용결정
2022-07-12,2022-07-15,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M111640784,2016-01-05,12134000,산학협력단,폐품,사용연한경과
2022-07-02,2022-07-05,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M111640786,2016-01-05,12134000,산학협력단,폐품,사용연한경과
2024-04-19,2024-04-22,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111840787,2018-07-10,11673000,경영대학,중고품,불용결정
2023-11-18,2023-11-21,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111840789,2018-07-10,11673000,경영대학,중고품,불용결정
2025-12-26,2025-12-29,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111840790,2018-07-10,11673000,경영대학,중고품,불용결정
2025-08-14,2025-08-17,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111840791,2018-07-10,11673000,경영대학,폐품,사용연한경과
2024-08-09,2024-08-12,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111840794,2018-07-10,11673000,경영대학,폐품,사용연한경과
2023-06-25,2023-06-28,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111840795,2018-07-10,11673000,경영대학,폐품,사용연한경과
2023-10-12,2023-10-15,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111840797,2018-07-10,11673000,경영대학,폐품,사용연한경과
2021-01-25,2021-01-28,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111840799,2018-07-10,11673000,경영대학,정비필요품,고장/파손
2020-08-07,2020-08-10,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111840800,2018-07-10,11673000,경영대학,정비필요품,고장/파손
2022-05-27,2022-05-30,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111840802,2018-07-10,11673000,경영대학,폐품,사용연한경과
2023-05-01,2023-05-04,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111840803,2018-07-10,11673000,경영대학,중고품,불용결정
