처분일자,정리구분,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,처분방식,물품상태,사유
2017-03-07,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111543142,2015-04-14,8286000,매각,중고품,사업종료
2022-08-28,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111543148,2015-04-14,8286000,폐기,폐품,사용연한경과
2023-09-28,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111543159,2015-04-14,8286000,폐기,정비필요품,고장/파손
2020-11-30,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111543162,2015-04-14,8286000,매각,중고품,활용가능성 없음
2017-12-17,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111543166,2015-04-14,8286000,매각,중고품,불용결정
2025-12-16,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111543168,2015-04-14,8286000,폐기,폐품,사용연한경과
2023-07-01,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111543173,2015-04-14,8286000,폐기,폐품,사용연한경과
2024-12-25,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111543174,2015-04-14,8286000,폐기,정비필요품,고장/파손
2017-05-13,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111543175,2015-04-14,8286000,폐기,정비필요품,고장/파손
2025-03-31,매각,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111643179,2016-08-16,7744000,매각,중고품,불용결정
2019-11-25,매각,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111643183,2016-08-16,7744000,매각,중고품,불용결정
2023-11-19,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M112143191,2021-05-12,4133000,폐기,폐품,사용연한경과
2024-05-16,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M112143194,2021-05-12,4133000,매각,중고품,사업종료
2023-11-25,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M112143202,2021-05-12,4133000,매각,중고품,활용가능성 없음
2023-09-07,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M112143203,2021-05-12,4133000,매각,중고품,활용가능성 없음
2024-09-02,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M112143207,2021-05-12,4133000,매각,중고품,사업종료
2022-03-24,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743209,2017-08-28,6926000,폐기,폐품,사용연한경과
2021-04-21,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743212,2017-08-28,6926000,매각,중고품,불용결정
2023-10-28,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743217,2017-08-28,6926000,폐기,정비필요품,고장/파손
2019-12-12,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743221,2017-08-28,6926000,매각,중고품,활용가능성 없음
2019-10-25,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743224,2017-08-28,6926000,폐기,폐품,사용연한경과
2023-01-04,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743227,2017-08-28,6926000,매각,중고품,활용가능성 없음
2023-10-26,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743231,2017-08-28,6926000,매각,중고품,불용결정
2024-03-18,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743232,2017-08-28,6926000,폐기,폐품,사용연한경과
2020-08-28,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743233,2017-08-28,6926000,폐기,정비필요품,고장/파손
2025-02-23,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743236,2017-08-28,6926000,매각,중고품,사업종료
2023-01-05,폐기,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M111943240,2019-11-06,4325000,폐기,폐품,사용연한경과
2022-10-21,폐기,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M111943241,2019-11-06,4325000,폐기,폐품,사용연한경과
2025-05-08,매각,hyl0610,황팀장,확정,4511160123456786,강의실 빔프로젝터,M112143245,2021-05-20,15916000,매각,중고품,불용결정
2025-06-02,폐기,hyl0610,황팀장,확정,4511160123456786,강의실 빔프로젝터,M112143247,2021-05-20,15916000,폐기,폐품,사용연한경과
2024-06-21,폐기,hyl0610,황팀장,확정,4511160123456786,강의실 빔프로젝터,M112143250,2021-05-20,15916000,폐기,정비필요품,고장/파손
2025-07-10,폐기,hyl0610,황팀장,확정,4511160123456786,강의실 빔프로젝터,M112143251,2021-05-20,15916000,폐기,폐품,사용연한경과
2020-11-17,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111643261,2016-02-07,5610000,폐기,폐품,사용연한경과
2019-08-17,매각,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111643265,2016-02-07,5610000,매각,중고품,불용결정
2020-10-27,매각,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111643266,2016-02-07,5610000,매각,중고품,사업종료
2020-12-27,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111643267,2016-02-07,5610000,폐기,폐품,사용연한경과
2017-11-18,매각,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111643268,2016-02-07,5610000,매각,중고품,불용결정
2024-02-04,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111643270,2016-02-07,5610000,폐기,폐품,사용연한경과
2025-06-03,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111643276,2016-02-07,5610000,폐기,폐품,사용연한경과
2020-12-02,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111643277,2016-02-07,5610000,폐기,폐품,사용연한경과
2024-02-12,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111643282,2016-02-07,5610000,폐기,정비필요품,고장/파손
2024-06-30,매각,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111643283,2016-02-07,5610000,매각,중고품,사업종료
2020-06-26,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111643288,2016-02-07,5610000,폐기,폐품,사용연한경과
2024-08-11,매각,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111643289,2016-02-07,5610000,매각,중고품,활용가능성 없음
2018-07-23,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111643292,2016-02-07,5610000,폐기,정비필요품,고장/파손
2022-11-26,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111643300,2016-02-07,5610000,폐기,정비필요품,고장/파손
2020-06-15,매각,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M111643304,2016-03-03,12364000,매각,중고품,활용가능성 없음
2025-05-26,매각,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M111643307,2016-03-03,12364000,매각,중고품,불용결정
2020-03-27,매각,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M111643309,2016-03-03,12364000,매각,중고품,불용결정
2019-04-27,폐기,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111743314,2017-06-25,68402000,폐기,폐품,사용연한경과
2024-10-21,폐기,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111543316,2015-12-07,114472000,폐기,폐품,사용연한경과
2020-09-11,폐기,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111543318,2015-12-07,114472000,폐기,정비필요품,고장/파손
2023-04-30,폐기,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111543320,2015-12-07,114472000,폐기,정비필요품,고장/파손
2024-07-02,폐기,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M111843324,2018-11-09,8860000,폐기,폐품,사용연한경과
2022-02-24,폐기,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111543327,2015-07-12,58749000,폐기,폐품,사용연한경과
2019-03-26,매각,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111543328,2015-07-12,58749000,매각,중고품,사업종료
2016-12-15,매각,hyl0610,황팀장,확정,4321190223456784,27인치 모니터,M111543332,2015-07-31,1576000,매각,중고품,불용결정
2025-11-18,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111943342,2019-10-08,3149000,매각,중고품,불용결정
2023-08-16,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111943345,2019-10-08,3149000,매각,중고품,불용결정
2024-12-10,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111943346,2019-10-08,3149000,폐기,정비필요품,고장/파손
2021-10-14,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111943347,2019-10-08,3149000,폐기,정비필요품,고장/파손
2023-07-08,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111943349,2019-10-08,3149000,폐기,폐품,사용연한경과
2022-05-01,폐기,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111743356,2017-05-13,16342000,폐기,정비필요품,고장/파손
2021-02-08,폐기,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111743362,2017-05-13,16342000,폐기,정비필요품,고장/파손
2023-10-15,폐기,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111743364,2017-05-13,16342000,폐기,정비필요품,고장/파손
2024-10-04,폐기,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M111643376,2016-09-20,10936000,폐기,정비필요품,고장/파손
2018-09-06,매각,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M111643379,2016-09-20,10936000,매각,중고품,불용결정
2020-07-29,매각,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M111643381,2016-09-20,10936000,매각,중고품,활용가능성 없음
2018-07-08,폐기,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M111643382,2016-09-20,10936000,폐기,정비필요품,고장/파손
2019-07-11,매각,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M111643383,2016-09-20,10936000,매각,중고품,사업종료
2023-07-06,매각,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M111943393,2019-02-22,28811000,매각,중고품,불용결정
2021-07-14,폐기,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M111943399,2019-02-22,28811000,폐기,폐품,사용연한경과
2022-10-28,폐기,hyl0610,황팀장,확정,4321190223456784,27인치 모니터,M112043404,2020-07-18,3326000,폐기,정비필요품,고장/파손
2019-12-11,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111743410,2017-01-26,4784000,폐기,폐품,사용연한경과
2021-11-17,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111743412,2017-01-26,4784000,폐기,폐품,사용연한경과
2024-10-01,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111743417,2017-01-26,4784000,폐기,폐품,사용연한경과
2021-01-05,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111743420,2017-01-26,4784000,폐기,정비필요품,고장/파손
2020-11-21,매각,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111743424,2017-01-26,4784000,매각,중고품,불용결정
2019-08-29,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111743428,2017-01-26,4784000,폐기,폐품,사용연한경과
2018-08-06,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111743431,2017-01-26,4784000,폐기,정비필요품,고장/파손
2025-04-10,매각,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111743437,2017-01-26,4784000,매각,중고품,불용결정
2019-09-07,매각,hyl0610,황팀장,확정,4511160123456786,강의실 빔프로젝터,M111743439,2017-11-17,12026000,매각,중고품,불용결정
2024-02-26,폐기,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M112143450,2021-08-24,7015000,폐기,폐품,사용연한경과
2023-08-17,매각,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M112143453,2021-08-24,7015000,매각,중고품,불용결정
2025-02-01,폐기,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M112143455,2021-08-24,7015000,폐기,정비필요품,고장/파손
2025-12-27,폐기,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M111743459,2017-01-05,17778000,폐기,폐품,사용연한경과
2020-10-09,폐기,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M111743463,2017-01-05,17778000,폐기,정비필요품,고장/파손
2025-12-10,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M112143468,2021-03-25,1757000,폐기,정비필요품,고장/파손
2025-12-16,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M112143473,2021-03-25,1757000,폐기,폐품,사용연한경과
2022-12-18,매각,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M112143477,2021-03-25,1757000,매각,중고품,사업종료
2024-11-11,매각,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M111943481,2019-11-07,9260000,매각,중고품,불용결정
2025-01-24,매각,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M111943482,2019-11-07,9260000,매각,중고품,불용결정
2023-11-19,폐기,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M111943484,2019-11-07,9260000,폐기,정비필요품,고장/파손
2022-11-29,폐기,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M112043494,2020-03-01,7167000,폐기,정비필요품,고장/파손
2022-08-02,매각,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M112043495,2020-03-01,7167000,매각,중고품,불용결정
2021-10-28,매각,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111543496,2015-08-29,1622000,매각,중고품,불용결정
2022-02-13,매각,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M111643502,2016-01-29,6855000,매각,중고품,사업종료
2025-02-25,폐기,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M111943515,2019-11-06,9202000,폐기,폐품,사용연한경과
2024-08-13,폐기,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M111943516,2019-11-06,9202000,폐기,폐품,사용연한경과
2021-08-07,폐기,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M111943517,2019-11-06,9202000,폐기,정비필요품,고장/파손
2021-07-22,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111843522,2018-07-20,8111000,매각,중고품,불용결정
2021-07-30,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111843525,2018-07-20,8111000,매각,중고품,사업종료
2025-05-06,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111843527,2018-07-20,8111000,폐기,정비필요품,고장/파손
2023-07-14,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111843528,2018-07-20,8111000,폐기,폐품,사용연한경과
2022-01-15,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111843529,2018-07-20,8111000,매각,중고품,활용가능성 없음
2020-11-30,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111843534,2018-07-20,8111000,폐기,정비필요품,고장/파손
2022-11-18,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111843536,2018-07-20,8111000,매각,중고품,활용가능성 없음
2023-12-14,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111843538,2018-07-20,8111000,매각,중고품,불용결정
2020-09-08,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111843543,2018-07-20,8111000,매각,중고품,사업종료
2019-12-22,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111843544,2018-07-20,8111000,폐기,폐품,사용연한경과
2023-07-08,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111843550,2018-07-20,8111000,매각,중고품,사업종료
2020-11-14,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111843553,2018-07-20,8111000,폐기,폐품,사용연한경과
2021-06-29,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111843554,2018-07-20,8111000,폐기,폐품,사용연한경과
2024-09-22,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111843555,2018-07-20,8111000,폐기,정비필요품,고장/파손
2021-01-06,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111843564,2018-07-20,8111000,매각,중고품,불용결정
2024-06-08,폐기,hyl0610,황팀장,확정,4511160123456786,강의실 빔프로젝터,M111643574,2016-06-26,9233000,폐기,정비필요품,고장/파손
2023-02-27,폐기,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M112043585,2020-10-08,11664000,폐기,폐품,사용연한경과
2021-05-21,매각,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M111643595,2016-10-30,11974000,매각,중고품,활용가능성 없음
2024-11-04,폐기,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M111643598,2016-10-30,11974000,폐기,폐품,사용연한경과
2022-05-23,폐기,hyl0610,황팀장,확정,4511160123456786,강의실 빔프로젝터,M111943602,2019-02-21,14916000,폐기,폐품,사용연한경과
2021-10-09,폐기,hyl0610,황팀장,확정,4511160123456786,강의실 빔프로젝터,M111943605,2019-02-21,14916000,폐기,폐품,사용연한경과
2021-10-19,매각,hyl0610,황팀장,확정,4511160123456786,강의실 빔프로젝터,M111943606,2019-02-21,14916000,매각,중고품,불용결정
2026-01-04,폐기,hyl0610,황팀장,확정,4511160123456786,강의실 빔프로젝터,M111943607,2019-02-21,14916000,폐기,폐품,사용연한경과
2023-03-19,매각,hyl0610,황팀장,확정,4511160123456786,강의실 빔프로젝터,M111943610,2019-02-21,14916000,매각,중고품,활용가능성 없음
2026-01-05,폐기,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M111643613,2016-04-03,11341000,폐기,폐품,사용연한경과
2023-08-16,폐기,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M111643615,2016-04-03,11341000,폐기,폐품,사용연한경과
2018-08-21,폐기,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M111643617,2016-04-03,11341000,폐기,폐품,사용연한경과
2020-05-06,매각,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M111643619,2016-04-03,11341000,매각,중고품,불용결정
2022-04-04,폐기,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M111643621,2016-02-27,15033000,폐기,정비필요품,고장/파손
2020-07-30,매각,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M111643623,2016-02-27,15033000,매각,중고품,불용결정
2025-04-26,폐기,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M112043629,2020-04-27,13706000,폐기,정비필요품,고장/파손
2023-12-07,폐기,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M112043630,2020-04-27,13706000,폐기,폐품,사용연한경과
2024-04-19,폐기,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M112243641,2022-01-30,9503000,폐기,폐품,사용연한경과
2021-08-05,매각,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111843644,2018-09-16,8930000,매각,중고품,불용결정
2020-02-13,폐기,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111843645,2018-09-16,8930000,폐기,정비필요품,고장/파손
2020-09-18,폐기,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111843647,2018-09-16,8930000,폐기,폐품,사용연한경과
2025-12-23,매각,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M111843652,2018-05-07,10948000,매각,중고품,불용결정
2021-11-26,매각,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M111843655,2018-05-07,10948000,매각,중고품,사업종료
2023-01-30,매각,hyl0610,황팀장,확정,4321190223456784,27인치 모니터,M112043662,2020-03-08,325000,매각,중고품,불용결정
2024-10-30,폐기,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M112243664,2022-06-19,9494000,폐기,폐품,사용연한경과
2023-11-28,매각,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M111743674,2017-06-24,3266000,매각,중고품,활용가능성 없음
2024-05-09,매각,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M112243681,2022-03-03,32985000,매각,중고품,불용결정
2025-07-27,매각,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M112243682,2022-03-03,32985000,매각,중고품,사업종료
2023-08-03,폐기,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M112043742,2020-09-26,5949000,폐기,정비필요품,고장/파손
2023-01-31,폐기,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M112043744,2020-09-26,5949000,폐기,정비필요품,고장/파손
2025-09-15,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M112143747,2021-06-16,1033000,폐기,정비필요품,고장/파손
2021-05-30,폐기,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111843752,2018-02-15,14276000,폐기,폐품,사용연한경과
2023-06-04,폐기,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M112043756,2020-07-15,92458000,폐기,폐품,사용연한경과
2025-10-26,매각,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M112043759,2020-03-27,15185000,매각,중고품,불용결정
2023-07-12,폐기,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M112043761,2020-03-27,15185000,폐기,폐품,사용연한경과
2022-02-06,매각,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M112043763,2020-03-27,15185000,매각,중고품,활용가능성 없음
2022-11-29,폐기,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M112043765,2020-03-27,15185000,폐기,폐품,사용연한경과
2021-12-31,폐기,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M111943767,2019-11-12,19994000,폐기,폐품,사용연한경과
2024-11-29,폐기,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M111943774,2019-11-12,19994000,폐기,폐품,사용연한경과
2022-12-08,폐기,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M111943775,2019-11-12,19994000,폐기,폐품,사용연한경과
2024-03-01,매각,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M112043779,2020-02-02,112409000,매각,중고품,불용결정
2022-12-12,폐기,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M112043781,2020-02-02,112409000,폐기,폐품,사용연한경과
2025-09-23,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M112243788,2022-07-25,926000,폐기,폐품,사용연한경과
2023-09-19,매각,hyl0610,황팀장,확정,4511160123456786,강의실 빔프로젝터,M111943790,2019-10-11,12632000,매각,중고품,불용결정
2023-10-31,폐기,hyl0610,황팀장,확정,4511160123456786,강의실 빔프로젝터,M111943791,2019-10-11,12632000,폐기,정비필요품,고장/파손
2025-05-01,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743796,2017-03-13,10777000,폐기,정비필요품,고장/파손
2025-03-18,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743797,2017-03-13,10777000,폐기,폐품,사용연한경과
2022-07-18,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743798,2017-03-13,10777000,폐기,폐품,사용연한경과
2025-07-18,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743801,2017-03-13,10777000,매각,중고품,활용가능성 없음
2023-09-17,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743802,2017-03-13,10777000,폐기,정비필요품,고장/파손
2023-06-28,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743803,2017-03-13,10777000,매각,중고품,활용가능성 없음
2023-10-26,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743804,2017-03-13,10777000,폐기,폐품,사용연한경과
2023-11-04,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743805,2017-03-13,10777000,폐기,폐품,사용연한경과
2018-09-11,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743807,2017-03-13,10777000,매각,중고품,불용결정
2025-07-11,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743808,2017-03-13,10777000,폐기,폐품,사용연한경과
2023-02-23,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743809,2017-03-13,10777000,폐기,폐품,사용연한경과
2021-09-16,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743811,2017-03-13,10777000,폐기,폐품,사용연한경과
2019-10-16,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743816,2017-03-13,10777000,폐기,폐품,사용연한경과
2021-12-26,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743817,2017-03-13,10777000,매각,중고품,활용가능성 없음
2022-04-04,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743818,2017-03-13,10777000,폐기,폐품,사용연한경과
2023-01-05,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743828,2017-03-13,10777000,매각,중고품,불용결정
2023-01-27,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743829,2017-03-13,10777000,매각,중고품,사업종료
2021-05-23,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743832,2017-03-13,10777000,폐기,정비필요품,고장/파손
2023-11-07,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743833,2017-03-13,10777000,매각,중고품,사업종료
2024-02-20,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743835,2017-03-13,10777000,매각,중고품,불용결정
2020-07-20,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111743838,2017-03-13,10777000,폐기,폐품,사용연한경과
2020-08-18,폐기,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111943845,2019-02-20,81846000,폐기,정비필요품,고장/파손
2024-05-30,폐기,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M112243850,2022-01-09,3535000,폐기,정비필요품,고장/파손
2024-09-28,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M112143858,2021-05-02,4945000,폐기,폐품,사용연한경과
