불용일자,불용확정일자,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,정리일자,운용부서,물품상태,사유
2023-02-09,2023-02-16,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201634383,2016-09-11,17151000,2016-09-17,,폐품,내구연한 경과
2021-07-02,2021-07-09,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201834384,2018-11-13,1587000,2019-01-02,,정비필요품,수리비용과다
2025-07-19,2025-07-26,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201834385,2018-11-13,1587000,2019-01-02,,중고품,구형화
2024-05-19,,hyl0610,황팀장,반려,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201834386,2018-11-13,1587000,2019-01-02,,중고품,구형화
2021-08-31,2021-09-07,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201834387,2018-11-13,1587000,2019-01-02,,중고품,활용부서부재
2023-01-12,,hyl0610,황팀장,대기,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201834388,2018-11-13,1587000,2019-01-02,,중고품,구형화
2018-06-27,2018-07-04,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201634393,2016-12-12,679000,2017-01-12,,중고품,구형화
2020-10-31,2020-11-07,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201734405,2017-07-06,2459000,2017-07-07,,정비필요품,수리비용과다
2024-02-15,2024-02-22,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201734407,2017-07-06,2459000,2017-07-07,,폐품,내구연한 경과
2024-07-03,,hyl0610,황팀장,대기,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201734421,2017-11-11,4758000,2017-11-17,,중고품,구형화
2020-11-03,2020-11-10,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201734424,2017-11-11,4758000,2017-11-17,,중고품,구형화
2025-07-22,2025-07-29,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202134441,2021-12-28,13654000,2021-12-31,,폐품,내구연한 경과
2026-05-25,2026-06-01,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202134444,2021-12-28,13654000,2021-12-31,,정비필요품,수리비용과다
2025-09-19,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202134445,2021-12-28,13654000,2021-12-31,,중고품,구형화
2026-04-19,2026-04-26,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202134448,2021-12-28,13654000,2021-12-31,,정비필요품,수리비용과다
2023-09-02,2023-09-09,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202134457,2021-12-28,13654000,2021-12-31,,폐품,내구연한 경과
2026-02-09,2026-02-16,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202134458,2021-12-28,13654000,2021-12-31,,폐품,내구연한 경과
2024-04-12,2024-04-19,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202134460,2021-12-28,13654000,2021-12-31,,폐품,내구연한 경과
2026-04-07,2026-04-14,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202134462,2021-12-28,13654000,2021-12-31,,정비필요품,수리비용과다
2025-01-28,2025-02-04,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202134466,2021-12-28,13654000,2021-12-31,,폐품,내구연한 경과
2024-09-16,2024-09-23,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202134471,2021-12-28,13654000,2021-12-31,,폐품,내구연한 경과
2026-03-16,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202134474,2021-12-28,13654000,2021-12-31,,중고품,구형화
2023-11-29,2023-12-06,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M202034503,2020-03-25,5922000,2020-03-26,,중고품,구형화
2023-01-27,,hyl0610,황팀장,대기,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M202034506,2020-03-25,5922000,2020-03-26,,정비필요품,수리비용과다
2024-01-17,2024-01-24,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202034509,2020-01-05,5313000,2020-01-06,,폐품,내구연한 경과
2021-07-03,2021-07-10,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202034510,2020-01-05,5313000,2020-01-06,,폐품,내구연한 경과
2024-03-11,,hyl0610,황팀장,대기,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202034511,2020-01-05,5313000,2020-01-06,,폐품,내구연한 경과
2024-05-21,2024-05-28,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202034512,2020-01-05,5313000,2020-01-06,,폐품,내구연한 경과
2022-09-26,2022-10-03,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202034513,2020-01-05,5313000,2020-01-06,,폐품,내구연한 경과
2022-03-03,2022-03-10,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202034518,2020-03-01,2659000,2020-04-29,,중고품,구형화
2023-08-05,2023-08-12,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202034519,2020-03-01,2659000,2020-04-29,,폐품,내구연한 경과
2024-03-22,,hyl0610,황팀장,대기,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202034520,2020-03-01,2659000,2020-04-29,,중고품,활용부서부재
2021-10-08,2021-10-15,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201834521,2018-06-24,2759000,2018-08-17,,중고품,활용부서부재
2022-10-02,2022-10-09,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201834523,2018-06-24,2759000,2018-08-17,,중고품,활용부서부재
2021-03-06,,hyl0610,황팀장,대기,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201834526,2018-06-24,2759000,2018-08-17,,중고품,구형화
2024-12-28,2025-01-04,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201834527,2018-06-24,2759000,2018-08-17,,중고품,구형화
2023-02-21,2023-02-28,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M202034529,2020-12-29,1122000,2021-02-09,,중고품,활용부서부재
2023-09-18,2023-09-25,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201934532,2019-10-17,1380000,2019-10-20,,폐품,내구연한 경과
2025-02-17,2025-02-24,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202234539,2022-09-24,589000,2022-09-27,,정비필요품,수리비용과다
2022-11-13,2022-11-20,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201834541,2018-06-24,6921000,2018-07-31,,폐품,내구연한 경과
2024-01-12,2024-01-19,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201834544,2018-06-24,6921000,2018-07-31,,폐품,내구연한 경과
2025-03-02,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201834545,2018-06-24,6921000,2018-07-31,,폐품,내구연한 경과
2022-07-31,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201834549,2018-06-24,6921000,2018-07-31,,중고품,활용부서부재
2023-04-06,2023-04-13,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201834550,2018-06-24,6921000,2018-07-31,,정비필요품,수리비용과다
2021-04-21,2021-04-28,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201834551,2018-06-24,6921000,2018-07-31,,중고품,구형화
2025-06-16,2025-06-23,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201834552,2018-06-24,6921000,2018-07-31,,폐품,내구연한 경과
2024-11-29,2024-12-06,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201834556,2018-06-24,6921000,2018-07-31,,폐품,내구연한 경과
2025-04-13,2025-04-20,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201834557,2018-06-24,6921000,2018-07-31,,중고품,구형화
2021-11-28,2021-12-05,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201834558,2018-06-24,6921000,2018-07-31,,정비필요품,수리비용과다
2023-07-14,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201834560,2018-06-24,6921000,2018-07-31,,중고품,활용부서부재
2025-06-14,2025-06-21,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201834562,2018-06-24,6921000,2018-07-31,,폐품,내구연한 경과
2024-02-27,2024-03-05,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201834565,2018-06-24,6921000,2018-07-31,,정비필요품,수리비용과다
2022-02-13,,hyl0610,황팀장,반려,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201834567,2018-06-24,6921000,2018-07-31,,폐품,내구연한 경과
2025-12-07,2025-12-14,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201834570,2018-06-24,6921000,2018-07-31,,폐품,내구연한 경과
2024-11-27,2024-12-04,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201834571,2018-06-24,6921000,2018-07-31,,중고품,활용부서부재
2023-06-12,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201834572,2018-06-24,6921000,2018-07-31,,중고품,구형화
2024-10-18,2024-10-25,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201834599,2018-05-02,277000,2018-06-02,,폐품,내구연한 경과
2022-05-23,2022-05-30,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201834600,2018-05-02,277000,2018-06-02,,폐품,내구연한 경과
2023-09-07,2023-09-14,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201934606,2019-07-13,1713000,2019-07-14,,중고품,구형화
2024-05-30,,hyl0610,황팀장,대기,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201934610,2019-07-13,1713000,2019-07-14,,정비필요품,수리비용과다
2021-08-17,,hyl0610,황팀장,대기,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201934613,2019-07-13,1713000,2019-07-14,,중고품,활용부서부재
2023-09-15,,hyl0610,황팀장,반려,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M202234617,2022-02-04,3377000,2022-02-11,,폐품,내구연한 경과
2023-08-21,,hyl0610,황팀장,대기,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M202234618,2022-02-04,3377000,2022-02-11,,정비필요품,수리비용과다
2025-03-21,2025-03-28,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634627,2016-03-06,7691000,2016-03-07,,폐품,내구연한 경과
2019-07-25,2019-08-01,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634629,2016-03-06,7691000,2016-03-07,,폐품,내구연한 경과
2026-01-30,2026-02-06,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634632,2016-03-06,7691000,2016-03-07,,중고품,구형화
2023-06-11,2023-06-18,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634638,2016-03-06,7691000,2016-03-07,,폐품,내구연한 경과
2020-02-21,2020-02-28,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634640,2016-03-06,7691000,2016-03-07,,폐품,내구연한 경과
2026-04-03,2026-04-10,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634642,2016-03-06,7691000,2016-03-07,,중고품,활용부서부재
2021-12-20,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634644,2016-03-06,7691000,2016-03-07,,중고품,구형화
2021-09-17,2021-09-24,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634645,2016-03-06,7691000,2016-03-07,,폐품,내구연한 경과
2018-08-05,2018-08-12,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634648,2016-03-06,7691000,2016-03-07,,폐품,내구연한 경과
2025-02-12,2025-02-19,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634650,2016-03-06,7691000,2016-03-07,,정비필요품,수리비용과다
2025-04-23,2025-04-30,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634651,2016-03-06,7691000,2016-03-07,,중고품,구형화
2023-03-26,2023-04-02,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634652,2016-03-06,7691000,2016-03-07,,중고품,활용부서부재
2020-08-23,2020-08-30,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634653,2016-03-06,7691000,2016-03-07,,중고품,구형화
2019-08-20,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634654,2016-03-06,7691000,2016-03-07,,폐품,내구연한 경과
2023-03-15,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634656,2016-03-06,7691000,2016-03-07,,폐품,내구연한 경과
2023-07-17,2023-07-24,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634658,2016-03-06,7691000,2016-03-07,,중고품,구형화
2020-01-20,2020-01-27,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634660,2016-03-06,7691000,2016-03-07,,중고품,활용부서부재
2019-11-16,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634661,2016-03-06,7691000,2016-03-07,,폐품,내구연한 경과
2024-10-26,2024-11-02,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634663,2016-03-06,7691000,2016-03-07,,폐품,내구연한 경과
2022-08-27,2022-09-03,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634665,2016-03-06,7691000,2016-03-07,,중고품,구형화
2017-06-28,2017-07-05,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634666,2016-03-06,7691000,2016-03-07,,폐품,내구연한 경과
2021-01-25,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634677,2016-07-09,3194000,2016-08-25,,정비필요품,수리비용과다
2018-05-10,2018-05-17,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634678,2016-07-09,3194000,2016-08-25,,중고품,구형화
2018-03-03,2018-03-10,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634679,2016-07-09,3194000,2016-08-25,,중고품,구형화
2026-06-13,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634680,2016-07-09,3194000,2016-08-25,,폐품,내구연한 경과
2025-11-02,2025-11-09,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634683,2016-07-09,3194000,2016-08-25,,중고품,구형화
2020-07-31,2020-08-07,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634684,2016-07-09,3194000,2016-08-25,,중고품,활용부서부재
2020-10-18,2020-10-25,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634685,2016-07-09,3194000,2016-08-25,,정비필요품,수리비용과다
2022-09-27,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634689,2016-07-09,3194000,2016-08-25,,정비필요품,수리비용과다
2023-10-03,2023-10-10,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634690,2016-07-09,3194000,2016-08-25,,폐품,내구연한 경과
2025-03-31,2025-04-07,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634691,2016-07-09,3194000,2016-08-25,,폐품,내구연한 경과
2018-06-01,2018-06-08,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634692,2016-07-09,3194000,2016-08-25,,정비필요품,수리비용과다
2018-05-20,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201634693,2016-07-09,3194000,2016-08-25,,폐품,내구연한 경과
2024-10-28,2024-11-04,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202134699,2021-12-30,4907000,2022-01-01,,중고품,구형화
2025-09-24,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202134709,2021-12-30,4907000,2022-01-01,,폐품,내구연한 경과
2024-04-24,2024-05-01,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202134710,2021-12-30,4907000,2022-01-01,,폐품,내구연한 경과
2025-02-02,2025-02-09,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202134712,2021-12-30,4907000,2022-01-01,,폐품,내구연한 경과
2024-08-27,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202134716,2021-12-30,4907000,2022-01-01,,중고품,구형화
2023-06-26,2023-07-03,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202134717,2021-12-30,4907000,2022-01-01,,중고품,구형화
2019-11-02,2019-11-09,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201834718,2018-07-30,11823000,2018-09-07,,폐품,내구연한 경과
2024-05-31,2024-06-07,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201834722,2018-07-30,11823000,2018-09-07,,정비필요품,수리비용과다
2023-02-26,2023-03-05,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201834726,2018-07-30,11823000,2018-09-07,,중고품,활용부서부재
2018-05-02,,hyl0610,황팀장,대기,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201534728,2015-11-24,14082000,2015-12-28,,폐품,내구연한 경과
2018-05-15,,hyl0610,황팀장,대기,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201534729,2015-11-24,14082000,2015-12-28,,중고품,구형화
2018-10-10,2018-10-17,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201534730,2015-11-24,14082000,2015-12-28,,중고품,구형화
2025-01-26,2025-02-02,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201534731,2015-11-24,14082000,2015-12-28,,폐품,내구연한 경과
2025-07-20,,hyl0610,황팀장,대기,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201534732,2015-11-24,14082000,2015-12-28,,폐품,내구연한 경과
2025-05-29,2025-06-05,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201534733,2015-11-24,14082000,2015-12-28,,중고품,구형화
2019-10-24,2019-10-31,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201534735,2015-11-24,14082000,2015-12-28,,폐품,내구연한 경과
2024-05-10,,hyl0610,황팀장,대기,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201934751,2019-09-06,151000,2019-09-10,,폐품,내구연한 경과
2022-02-02,2022-02-09,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201934752,2019-09-06,151000,2019-09-10,,중고품,구형화
2021-08-28,2021-09-04,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201934754,2019-09-06,151000,2019-09-10,,폐품,내구연한 경과
2024-01-01,2024-01-08,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201934767,2019-10-31,263000,2019-12-21,,중고품,구형화
2023-02-22,2023-03-01,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201934768,2019-10-31,263000,2019-12-21,,정비필요품,수리비용과다
2023-10-21,2023-10-28,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201934769,2019-10-31,263000,2019-12-21,,폐품,내구연한 경과
2025-01-17,2025-01-24,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201734779,2017-05-23,2832000,2017-05-27,,폐품,내구연한 경과
2019-12-01,,hyl0610,황팀장,대기,4322260926066170,"라우터, Netgear, (US)PR60X",M201734780,2017-05-23,2832000,2017-05-27,,중고품,구형화
2026-03-09,,hyl0610,황팀장,대기,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201734784,2017-08-17,765000,2017-10-05,,폐품,내구연한 경과
2024-04-27,2024-05-04,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201734785,2017-08-17,765000,2017-10-05,,중고품,구형화
2023-05-11,2023-05-18,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201734786,2017-08-17,765000,2017-10-05,,폐품,내구연한 경과
2023-09-11,,hyl0610,황팀장,대기,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201734789,2017-08-17,765000,2017-10-05,,정비필요품,수리비용과다
2022-01-05,2022-01-12,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201734790,2017-08-17,765000,2017-10-05,,중고품,구형화
2024-09-30,2024-10-07,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201734804,2017-09-20,8818000,2017-11-07,,중고품,구형화
2025-06-13,2025-06-20,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201734809,2017-09-20,8818000,2017-11-07,,중고품,구형화
2020-11-30,2020-12-07,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201734810,2017-09-20,8818000,2017-11-07,,중고품,구형화
2022-01-31,,hyl0610,황팀장,대기,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201734811,2017-09-20,8818000,2017-11-07,,폐품,내구연한 경과
2021-10-12,2021-10-19,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201534819,2015-10-01,8559000,2015-11-03,,정비필요품,수리비용과다
2021-10-29,,hyl0610,황팀장,대기,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201534821,2015-10-01,8559000,2015-11-03,,폐품,내구연한 경과
2023-03-01,2023-03-08,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201534822,2015-10-01,8559000,2015-11-03,,폐품,내구연한 경과
2025-01-02,,hyl0610,황팀장,반려,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201534823,2015-10-01,8559000,2015-11-03,,폐품,내구연한 경과
2022-05-10,,hyl0610,황팀장,대기,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201534824,2015-10-01,8559000,2015-11-03,,중고품,구형화
