물품고유번호,G2B목록명,물품분류명,운용부서코드,운용부서명,캠퍼스,취득일자,불용일자,처분방식,물품상태,불용사유,내용연수,취득금액,운용연차,잔여내용연수,부서가혹도,누적사용부하,고장임박도,가격민감도,장비중요도,리드타임등급,취득월,구매배치ID,구매배치수량,대량구매여부,동일배치자산수,동일배치운용연차평균,월평균사용시간,주당사용일수,공용장비여부,수업사용여부,사용강도지수,누적점검수리횟수,누적수리횟수,최근1년수리횟수,최근2년수리횟수,마지막수리후경과개월,누적수리비용,취득금액대비수리비율,최대장애심각도,교체권고횟수,취득학기구분,취득학기구분_Code,신학기준비월여부,예산집행월여부,방학기간여부,부서예산등급,부서예산등급_Code,부서교체성향,부서관리성향,G2B목록명_Code,물품분류명_Code,운용부서코드_Code,캠퍼스_Code,실제수명,학습데이터여부,데이터세트구분,서비스계수,실제잔여수명,예측잔여수명,(월별)고장예상수량,안전재고,(월별)필요수량,AI예측고장일,안전버퍼,권장발주일,예측실행일자
M202400228,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2024-12-14,,,,,5,2533000,1.16,3.84,1.3,1.51,0.05,0.8,0.56,0,12,B2024003545,11,1,11,1.16,152,5,1,1,1.35,0,0,0,0,13.9,0,0.0,0,0,2학기,3,0,1,0,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M202400229,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2024-12-14,,,,,5,2533000,1.16,3.84,1.3,1.51,0.05,0.8,0.56,0,12,B2024003545,11,1,11,1.16,210,5,1,1,1.35,2,2,2,2,4.4,123000,0.049,1,0,2학기,3,0,1,0,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M202400230,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2024-12-14,,,,,5,2533000,1.16,3.84,1.3,1.51,0.05,0.8,0.56,0,12,B2024003545,11,1,11,1.16,121,6,0,1,1.259,0,0,0,0,13.9,0,0.0,0,0,2학기,3,0,1,0,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M202400231,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2024-12-14,,,,,5,2533000,1.16,3.84,1.3,1.51,0.05,0.8,0.56,0,12,B2024003545,11,1,11,1.16,192,5,1,1,1.35,1,1,1,1,9.7,63000,0.025,1,0,2학기,3,0,1,0,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M202400232,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2024-12-14,2026-02-10,폐기,폐품,수리비용과다,5,2533000,1.16,3.84,1.3,1.51,0.05,0.8,0.56,0,12,B2024003545,11,1,11,1.16,146,5,1,0,1.35,0,0,0,0,13.9,0,0.0,0,0,2학기,3,0,1,0,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,1.16,Y,Test,,0.0,,0,0,0,,0.0,,2026-02-10
M202400233,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2024-12-14,,,,,5,2533000,1.16,3.84,1.3,1.51,0.05,0.8,0.56,0,12,B2024003545,11,1,11,1.16,126,4,1,1,1.35,1,1,1,1,6.2,75000,0.03,1,0,2학기,3,0,1,0,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M202400234,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2024-12-14,,,,,5,2533000,1.16,3.84,1.3,1.51,0.05,0.8,0.56,0,12,B2024003545,11,1,11,1.16,204,6,1,0,1.35,1,0,1,1,6.9,0,0.0,0,0,2학기,3,0,1,0,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M202400235,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2024-12-14,,,,,5,2533000,1.16,3.84,1.3,1.51,0.05,0.8,0.56,0,12,B2024003545,11,1,11,1.16,182,4,1,1,1.35,2,1,2,2,4.7,214000,0.084,2,0,2학기,3,0,1,0,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M202400236,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2024-12-14,,,,,5,2533000,1.16,3.84,1.3,1.51,0.05,0.8,0.56,0,12,B2024003545,11,1,11,1.16,190,4,1,0,1.35,1,1,1,1,10.9,211000,0.083,3,0,2학기,3,0,1,0,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M200700352,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2007-07-24,2026-01-05,,,내구연한 경과(노후화),5,2503000,18.56,-13.56,1.3,24.13,1.0,0.8,0.56,0,7,B2007003546,2,0,2,11.14,194,6,1,1,1.35,12,11,3,5,1.3,1569000,0.627,3,1,여름,2,0,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M200700353,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2007-07-24,2010-12-14,폐기,폐품,노후화,5,2503000,3.72,1.28,1.3,4.84,0.55,0.8,0.56,0,7,B2007003546,2,0,2,11.14,192,4,1,1,1.35,5,5,2,5,6.2,640000,0.256,3,0,여름,2,0,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,3.72,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M201200171,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2012-11-07,2016-12-14,폐기,폐품,성능저하,5,2430000,4.48,0.52,1.3,5.82,0.8,0.8,0.56,0,11,B2012003547,2,0,2,3.44,148,6,0,1,1.35,4,0,0,3,13.5,0,0.0,0,0,2학기,3,0,0,0,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,4.48,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M201200172,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2012-11-07,2014-12-10,폐기,폐품,성능저하,5,2430000,2.41,2.59,1.3,3.13,0.23,0.8,0.56,0,11,B2012003547,2,0,2,3.44,198,6,1,1,1.35,3,3,1,3,3.0,283000,0.116,2,0,2학기,3,0,0,0,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,2.41,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M201800356,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2018-07-04,2019-12-08,폐기,폐품,노후화,5,2425000,1.87,3.13,1.3,2.43,0.14,0.8,0.56,0,7,B2018003548,2,0,2,4.74,132,5,1,1,1.35,1,1,0,1,18.0,34000,0.014,1,0,여름,2,0,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,1.87,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M201800357,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2018-07-04,2026-01-22,,,내용연수경과,5,2425000,7.61,-2.61,1.3,9.89,1.0,0.8,0.56,0,7,B2018003548,2,0,2,4.74,187,4,1,1,1.35,8,5,1,1,2.5,880000,0.363,2,0,여름,2,0,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M202300149,데스크톱컴퓨터,데스크톱컴퓨터,A125,커리어개발팀(서울),서울,2023-07-08,,,,,5,2708000,2.6,2.4,1.0,2.6,0.27,0.8,0.56,0,7,B2023003549,2,0,2,2.6,173,6,1,1,1.35,2,2,2,2,9.3,206000,0.076,2,0,여름,2,0,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,7.38147925750054,6.683444390243902,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M202300150,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2023-07-08,2025-08-07,폐기,폐품,노후화,5,2708000,2.6,2.4,1.3,3.38,0.27,0.8,0.56,0,7,B2023003549,2,0,2,2.6,186,5,1,1,1.35,5,3,2,5,2.0,190000,0.07,1,0,여름,2,0,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,2.6,Y,Test,,0.0,,0,0,0,,0.0,,2026-02-10
M200800316,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2008-02-16,2012-12-20,폐기,폐품,성능저하,5,2290000,5.24,-0.24,1.3,6.81,1.0,0.79,0.55,0,2,B2008003550,18,1,18,8.08,160,6,1,1,1.35,7,3,2,3,5.6,127000,0.055,1,0,겨울,0,1,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,5.24,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200800317,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2008-02-16,2012-12-14,폐기,폐품,고장/파손,5,2290000,5.27,-0.27,1.3,6.85,1.0,0.79,0.55,0,2,B2008003550,18,1,18,8.08,159,6,0,1,1.35,2,1,0,0,33.3,65000,0.028,1,0,겨울,0,1,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,5.27,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200800318,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2008-02-16,2012-08-16,폐기,폐품,노후화,5,2290000,5.05,-0.05,1.3,6.56,1.0,0.79,0.55,0,2,B2008003550,18,1,18,8.08,207,6,1,1,1.35,4,0,0,0,26.6,0,0.0,0,0,겨울,0,1,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,5.05,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200800319,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2008-02-16,2011-08-08,폐기,폐품,내구연한 경과(노후화),5,2290000,3.72,1.28,1.3,4.84,0.55,0.79,0.55,0,2,B2008003550,18,1,18,8.08,133,5,0,1,1.309,7,3,5,6,0.3,455000,0.199,2,0,겨울,0,1,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,3.72,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200800320,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2008-02-16,2011-08-03,폐기,폐품,성능저하,5,2290000,3.67,1.33,1.3,4.77,0.54,0.79,0.55,0,2,B2008003550,18,1,18,8.08,215,4,1,1,1.35,3,2,0,1,13.0,78000,0.034,1,0,겨울,0,1,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,3.67,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200800321,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2008-02-16,2025-03-01,,,내구연한 경과(노후화),5,2290000,18.0,-13.0,1.3,23.4,1.0,0.79,0.55,0,2,B2008003550,18,1,18,8.08,129,4,1,1,1.35,12,9,0,0,28.3,1267000,0.553,2,0,겨울,0,1,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M200800322,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2008-02-16,2010-12-02,폐기,폐품,내구연한 경과(노후화),5,2290000,3.1,1.9,1.3,4.03,0.38,0.79,0.55,0,2,B2008003550,18,1,18,8.08,178,5,1,1,1.35,1,1,0,0,31.2,37000,0.016,1,0,겨울,0,1,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,3.1,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200800323,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2008-02-16,2025-09-21,,,수리비용과다,5,2290000,18.0,-13.0,1.3,23.4,1.0,0.79,0.55,0,2,B2008003550,18,1,18,8.08,161,4,1,0,1.35,12,9,0,0,66.2,1398000,0.61,2,0,겨울,0,1,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M200800324,데스크톱컴퓨터,데스크톱컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),서울,2008-02-16,2011-02-24,폐기,폐품,내용연수경과,5,2290000,3.61,1.39,1.3,4.69,0.52,0.79,0.55,0,2,B2008003550,18,1,18,8.08,182,6,0,0,1.35,4,2,0,1,13.5,228000,0.1,2,0,겨울,0,1,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.7199446878875575,6.683444390243902,3.61,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200800325,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2008-02-16,2012-08-10,,,고장/파손,5,2290000,18.0,-13.0,1.3,23.4,1.0,0.79,0.55,0,2,B2008003550,18,1,18,8.08,220,5,1,1,1.35,3,1,0,0,172.4,39000,0.017,1,0,겨울,0,1,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M200800326,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2008-02-16,2024-12-23,,,노후화,5,2290000,18.0,-13.0,1.3,23.4,1.0,0.79,0.55,0,2,B2008003550,18,1,18,8.08,182,5,1,1,1.35,12,11,0,2,17.1,1124000,0.491,3,0,겨울,0,1,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M200800327,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2008-02-16,2013-12-07,폐기,폐품,수리비용과다,5,2290000,6.03,-1.03,1.3,7.84,1.0,0.79,0.55,0,2,B2008003550,18,1,18,8.08,186,4,1,0,1.35,6,4,3,4,0.1,725000,0.317,3,0,겨울,0,1,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,6.03,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200800328,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2008-02-16,2009-08-01,폐기,폐품,노후화,5,2290000,1.69,3.31,1.3,2.2,0.11,0.79,0.55,0,2,B2008003550,18,1,18,8.08,174,6,0,1,1.35,0,0,0,0,20.3,0,0.0,0,0,겨울,0,1,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,1.69,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200800329,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2008-02-16,2009-12-16,폐기,폐품,수리비용과다,5,2290000,2.08,2.92,1.3,2.7,0.17,0.79,0.55,0,2,B2008003550,18,1,18,8.08,147,6,1,1,1.35,3,1,1,3,5.7,48000,0.021,1,0,겨울,0,1,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,2.08,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200800330,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2008-02-16,2012-02-16,폐기,폐품,내구연한 경과(노후화),5,2290000,4.64,0.36,1.3,6.03,0.86,0.79,0.55,0,2,B2008003550,18,1,18,8.08,132,5,1,1,1.35,1,0,1,1,2.7,0,0.0,0,0,겨울,0,1,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,4.64,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200800331,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2008-02-16,2013-02-22,매각,폐품,노후화,5,2290000,5.73,-0.73,1.3,7.45,1.0,0.79,0.55,0,2,B2008003550,18,1,18,8.08,172,4,1,0,1.35,7,6,5,6,1.6,1026000,0.448,3,1,겨울,0,1,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,5.73,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200800332,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2008-02-16,2013-02-01,폐기,폐품,노후화,5,2290000,5.63,-0.63,1.3,7.32,1.0,0.79,0.55,0,2,B2008003550,18,1,18,8.08,144,5,1,0,1.35,5,3,2,4,5.3,224000,0.098,2,0,겨울,0,1,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,5.63,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200800333,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2008-02-16,2009-12-06,,,노후화,5,2290000,18.0,-13.0,1.3,23.4,1.0,0.79,0.55,0,2,B2008003550,18,1,18,8.08,123,4,1,1,1.35,2,1,0,0,202.6,26000,0.011,1,0,겨울,0,1,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M201500268,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2015-01-19,2020-12-17,폐기,폐품,고장/파손,5,2422000,6.13,-1.13,1.3,7.97,1.0,0.8,0.56,0,1,B2015003551,18,1,18,5.5,211,5,1,1,1.35,3,0,0,0,32.1,0,0.0,0,0,겨울,0,0,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,6.13,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M201500269,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2015-01-19,2025-01-14,,,노후화,5,2422000,11.07,-6.07,1.3,14.39,1.0,0.8,0.56,0,1,B2015003551,18,1,18,5.5,201,6,1,1,1.35,6,3,0,0,31.3,541000,0.223,2,0,겨울,0,0,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M201500270,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2015-01-19,2017-12-20,폐기,폐품,수리비용과다,5,2422000,3.24,1.76,1.3,4.21,0.42,0.8,0.56,0,1,B2015003551,18,1,18,5.5,202,6,1,1,1.35,3,1,0,1,13.9,68000,0.028,1,0,겨울,0,0,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,3.24,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M201500271,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2015-01-19,2017-08-18,폐기,폐품,수리비용과다,5,2422000,2.78,2.22,1.3,3.61,0.31,0.8,0.56,0,1,B2015003551,18,1,18,5.5,158,6,1,1,1.35,2,1,1,1,7.1,66000,0.027,1,0,겨울,0,0,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,2.78,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M201500272,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2015-01-19,2025-05-25,,,수리비용과다,5,2422000,11.07,-6.07,1.3,14.39,1.0,0.8,0.56,0,1,B2015003551,18,1,18,5.5,185,5,1,0,1.35,7,4,1,1,10.3,516000,0.213,2,0,겨울,0,0,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M201500273,데스크톱컴퓨터,데스크톱컴퓨터,A351,시설팀(ERICA),서울,2015-01-19,2017-02-18,폐기,폐품,성능저하,5,2422000,2.68,2.32,1.0,2.68,0.29,0.8,0.56,0,1,B2015003551,18,1,18,5.5,204,4,1,1,1.35,3,1,2,3,3.3,52000,0.021,1,0,겨울,0,0,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,7.841157435422455,6.683444390243902,2.68,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M201500274,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2015-01-19,2018-12-13,폐기,폐품,수리비용과다,5,2422000,4.28,0.72,1.3,5.56,0.73,0.8,0.56,0,1,B2015003551,18,1,18,5.5,162,5,1,0,1.35,3,2,0,0,25.4,126000,0.052,1,0,겨울,0,0,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,4.28,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M201500275,데스크톱컴퓨터,데스크톱컴퓨터,C354,소프트웨어융합대학RC행정팀(ERICA),서울,2015-01-19,2018-02-18,폐기,폐품,성능저하,5,2422000,3.72,1.28,1.3,4.84,0.55,0.8,0.56,0,1,B2015003551,18,1,18,5.5,180,5,0,0,1.35,4,3,2,4,2.0,295000,0.122,3,0,겨울,0,0,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.7199446878875575,6.683444390243902,3.72,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M201500276,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2015-01-19,2018-08-20,폐기,폐품,노후화,5,2422000,4.03,0.97,1.3,5.24,0.65,0.8,0.56,0,1,B2015003551,18,1,18,5.5,164,4,1,1,1.35,7,4,3,4,1.5,357000,0.147,2,0,겨울,0,0,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,4.03,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M201500277,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2015-01-19,2024-10-06,,,고장/파손,5,2422000,11.07,-6.07,1.3,14.39,1.0,0.8,0.56,0,1,B2015003551,18,1,18,5.5,128,4,1,1,1.35,11,7,0,1,18.4,1295000,0.535,3,1,겨울,0,0,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M201500278,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2015-01-19,2019-12-01,폐기,폐품,고장/파손,5,2422000,5.2,-0.2,1.3,6.76,1.0,0.8,0.56,0,1,B2015003551,18,1,18,5.5,167,4,1,1,1.35,3,2,1,3,10.8,83000,0.034,1,0,겨울,0,0,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,5.2,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M201500279,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2015-01-19,2016-08-19,폐기,폐품,노후화,5,2422000,2.11,2.89,1.3,2.74,0.18,0.8,0.56,0,1,B2015003551,18,1,18,5.5,161,6,1,1,1.35,2,1,1,2,6.7,263000,0.109,2,0,겨울,0,0,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,2.11,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M201500280,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2015-01-19,2018-12-09,폐기,폐품,노후화,5,2422000,4.36,0.64,1.3,5.67,0.76,0.8,0.56,0,1,B2015003551,18,1,18,5.5,174,6,1,1,1.35,3,2,0,1,17.1,322000,0.133,2,0,겨울,0,0,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,4.36,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M201500281,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2015-01-19,2019-08-25,폐기,폐품,수리비용과다,5,2422000,5.1,-0.1,1.3,6.63,1.0,0.8,0.56,0,1,B2015003551,18,1,18,5.5,154,5,1,1,1.35,5,3,0,0,27.5,487000,0.201,2,0,겨울,0,0,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,5.1,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M201500282,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2015-01-19,2019-08-02,폐기,폐품,노후화,5,2422000,4.81,0.19,1.3,6.25,0.93,0.8,0.56,0,1,B2015003551,18,1,18,5.5,149,5,1,1,1.35,1,1,0,1,14.1,275000,0.114,2,0,겨울,0,0,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,4.81,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M201500283,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2015-01-19,2018-08-25,폐기,폐품,수리비용과다,5,2422000,4.01,0.99,1.3,5.21,0.64,0.8,0.56,0,1,B2015003551,18,1,18,5.5,150,6,0,0,1.35,1,1,1,1,10.3,223000,0.092,2,0,겨울,0,0,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,4.01,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M201500284,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2015-01-19,2016-12-07,폐기,폐품,내용연수경과,5,2422000,2.24,2.76,1.3,2.91,0.2,0.8,0.56,0,1,B2015003551,18,1,18,5.5,219,6,1,0,1.35,3,1,1,3,9.9,46000,0.019,1,0,겨울,0,0,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,2.24,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M201500285,데스크톱컴퓨터,데스크톱컴퓨터,C182,공과대학RC행정팀(서울),서울,2015-01-19,2025-08-04,,,노후화,5,2422000,11.07,-6.07,1.3,14.39,1.0,0.8,0.56,0,1,B2015003551,18,1,18,5.5,131,4,1,0,1.35,12,8,0,1,12.9,1346000,0.556,3,1,겨울,0,0,0,1,HIGH,2,1.13,1.04,4.352190057855928,4.352190057855928,5.562701066160362,6.683444390243902,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
