물품고유번호,Start_Date,End_Date,Is_Current,운용상태,사유,관리자
M201908182,2019-05-13,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201908183,2019-04-30,2019-05-21,False,취득,신규 취득,박대리
M201908183,2019-05-22,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201908184,2019-04-30,2019-05-13,False,취득,신규 취득,박대리
M201908184,2019-05-14,2025-11-16,False,운용,신규운용 승인 및 사용 시작,박대리
M201908184,2025-11-17,2026-02-09,False,불용,고장/파손,황팀장
M201908184,2026-02-10,2099-12-31,True,처분,폐기 완료,황팀장
M201908185,2019-04-30,2019-05-12,False,취득,신규 취득,박대리
M201908185,2019-05-13,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201908186,2019-04-30,2019-05-15,False,취득,신규 취득,박대리
M201908186,2019-05-16,2025-11-29,False,운용,신규운용 승인 및 사용 시작,박대리
M201908186,2025-11-30,2026-01-15,False,불용,고장/파손,황팀장
M201908186,2026-01-16,2099-12-31,True,처분,폐기 완료,황팀장
M201908187,2019-04-30,2019-05-13,False,취득,신규 취득,박대리
M201908187,2019-05-14,2025-09-17,False,운용,신규운용 승인 및 사용 시작,박대리
M201908187,2025-09-18,2025-11-14,False,불용,수리비용과다,황팀장
M201908187,2025-11-15,2099-12-31,True,처분,폐기 완료,황팀장
M201908188,2019-04-30,2019-05-13,False,취득,신규 취득,박대리
M201908188,2019-05-14,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201908189,2019-04-30,2019-05-03,False,취득,신규 취득,박대리
M201908189,2019-05-04,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201908190,2019-04-30,2019-05-21,False,취득,신규 취득,박대리
M201908190,2019-05-22,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201908191,2019-04-30,2019-05-14,False,취득,신규 취득,박대리
M201908191,2019-05-15,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201908192,2019-04-30,2019-05-24,False,취득,신규 취득,박대리
M201908192,2019-05-25,2025-10-30,False,운용,신규운용 승인 및 사용 시작,박대리
M201908192,2025-10-31,2025-12-30,False,불용,수리비용과다,황팀장
M201908192,2025-12-31,2099-12-31,True,처분,폐기 완료,황팀장
M201908193,2019-04-30,2019-05-13,False,취득,신규 취득,박대리
M201908193,2019-05-14,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201908194,2019-04-30,2019-05-15,False,취득,신규 취득,박대리
M201908194,2019-05-16,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201908195,2019-04-30,2019-05-19,False,취득,신규 취득,박대리
M201908195,2019-05-20,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201908196,2019-04-30,2019-05-11,False,취득,신규 취득,박대리
M201908196,2019-05-12,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201908343,2019-04-22,2019-05-15,False,취득,신규 취득,박대리
M201908343,2019-05-16,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201908344,2019-04-22,2019-05-05,False,취득,신규 취득,박대리
M201908344,2019-05-06,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201908345,2019-04-22,2019-05-01,False,취득,신규 취득,박대리
M201908345,2019-05-02,2024-11-29,False,운용,신규운용 승인 및 사용 시작,박대리
M201908345,2024-11-30,2025-02-04,False,불용,수리비용과다,황팀장
M201908345,2025-02-05,2099-12-31,True,처분,폐기 완료,황팀장
M201908351,2019-08-22,2019-09-13,False,취득,신규 취득,박대리
M201908351,2019-09-14,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201908352,2019-08-22,2019-08-30,False,취득,신규 취득,박대리
M201908352,2019-08-31,2019-11-25,False,운용,신규운용 승인 및 사용 시작,박대리
M201908352,2019-11-26,2099-12-31,True,반납,사업종료,박대리
M201908534,2019-02-15,2019-03-07,False,취득,신규 취득,박대리
M201908534,2019-03-08,2023-01-18,False,운용,신규운용 승인 및 사용 시작,박대리
M201908534,2023-01-19,2023-03-02,False,불용,노후화(성능저하),황팀장
M201908534,2023-03-03,2099-12-31,True,처분,폐기 완료,황팀장
M201908597,2019-05-25,2019-06-12,False,취득,신규 취득,박대리
M201908597,2019-06-13,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201908598,2019-05-25,2019-06-06,False,취득,신규 취득,박대리
M201908598,2019-06-07,2024-01-15,False,운용,신규운용 승인 및 사용 시작,박대리
M201908598,2024-01-16,2024-03-20,False,불용,노후화(성능저하),황팀장
M201908598,2024-03-21,2099-12-31,True,처분,폐기 완료,황팀장
M201908599,2019-05-25,2099-12-31,True,취득,신규 취득,박대리
M201908646,2019-11-20,2019-11-29,False,취득,신규 취득,박대리
M201908646,2019-11-30,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201908647,2019-11-20,2019-12-10,False,취득,신규 취득,박대리
M201908647,2019-12-11,2023-05-31,False,운용,신규운용 승인 및 사용 시작,박대리
M201908647,2023-06-01,2023-08-01,False,불용,수리비용과다,황팀장
M201908647,2023-08-02,2099-12-31,True,처분,폐기 완료,황팀장
M201908690,2020-01-02,2020-01-07,False,취득,신규 취득,박대리
M201908690,2020-01-08,2022-09-06,False,운용,신규운용 승인 및 사용 시작,박대리
M201908690,2022-09-07,2022-10-21,False,불용,수리비용과다,황팀장
M201908690,2022-10-22,2099-12-31,True,처분,폐기 완료,황팀장
M201908691,2020-01-02,2020-01-26,False,취득,신규 취득,박대리
M201908691,2020-01-27,2025-04-29,False,운용,신규운용 승인 및 사용 시작,박대리
M201908691,2025-04-30,2099-12-31,True,불용,노후화(성능저하),황팀장
M201908692,2020-01-02,2020-01-23,False,취득,신규 취득,박대리
M201908692,2020-01-24,2023-06-04,False,운용,신규운용 승인 및 사용 시작,박대리
M201908692,2023-06-05,2023-07-17,False,불용,수리비용과다,황팀장
M201908692,2023-07-18,2099-12-31,True,처분,폐기 완료,황팀장
M201908702,2019-04-04,2019-04-11,False,취득,신규 취득,박대리
M201908702,2019-04-12,2023-08-25,False,운용,신규운용 승인 및 사용 시작,박대리
M201908702,2023-08-26,2023-10-06,False,불용,노후화(성능저하),황팀장
M201908702,2023-10-07,2099-12-31,True,처분,폐기 완료,황팀장
M201908703,2019-04-04,2019-04-27,False,취득,신규 취득,박대리
M201908703,2019-04-28,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201908704,2019-04-04,2019-04-12,False,취득,신규 취득,박대리
M201908704,2019-04-13,2024-04-08,False,운용,신규운용 승인 및 사용 시작,박대리
M201908704,2024-04-09,2024-06-13,False,불용,고장/파손,황팀장
M201908704,2024-06-14,2099-12-31,True,처분,폐기 완료,황팀장
M201908714,2019-01-16,2019-01-31,False,취득,신규 취득,박대리
M201908714,2019-02-01,2025-01-15,False,운용,신규운용 승인 및 사용 시작,박대리
M201908714,2025-01-16,2099-12-31,True,불용,수리비용과다,황팀장
M201908715,2019-01-16,2019-01-24,False,취득,신규 취득,박대리
M201908715,2019-01-25,2023-01-19,False,운용,신규운용 승인 및 사용 시작,박대리
M201908715,2023-01-20,2023-04-18,False,불용,수리비용과다,황팀장
M201908715,2023-04-19,2099-12-31,True,처분,폐기 완료,황팀장
M201908716,2019-01-16,2019-02-03,False,취득,신규 취득,박대리
M201908716,2019-02-04,2024-01-27,False,운용,신규운용 승인 및 사용 시작,박대리
M201908716,2024-01-28,2024-04-07,False,불용,고장/파손,황팀장
M201908716,2024-04-08,2099-12-31,True,처분,폐기 완료,황팀장
M201908803,2019-07-12,2019-07-30,False,취득,신규 취득,박대리
M201908803,2019-07-31,2023-06-29,False,운용,신규운용 승인 및 사용 시작,박대리
M201908803,2023-06-30,2023-08-16,False,불용,수리비용과다,황팀장
M201908803,2023-08-17,2099-12-31,True,처분,폐기 완료,황팀장
M201908901,2019-02-15,2019-02-27,False,취득,신규 취득,박대리
M201908901,2019-02-28,2024-04-28,False,운용,신규운용 승인 및 사용 시작,박대리
M201908901,2024-04-29,2024-06-10,False,불용,고장/파손,황팀장
M201908901,2024-06-11,2099-12-31,True,처분,폐기 완료,황팀장
M201908902,2019-02-15,2019-03-05,False,취득,신규 취득,박대리
M201908902,2019-03-06,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201908903,2019-02-15,2019-03-02,False,취득,신규 취득,박대리
M201908903,2019-03-03,2023-01-20,False,운용,신규운용 승인 및 사용 시작,박대리
M201908903,2023-01-21,2023-04-12,False,불용,수리비용과다,황팀장
M201908903,2023-04-13,2099-12-31,True,처분,폐기 완료,황팀장
M201908904,2019-02-15,2019-03-08,False,취득,신규 취득,박대리
M201908904,2019-03-09,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201908905,2019-02-15,2019-03-01,False,취득,신규 취득,박대리
M201908905,2019-03-02,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201908906,2019-02-15,2019-02-22,False,취득,신규 취득,박대리
M201908906,2019-02-23,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201908907,2019-02-15,2019-03-01,False,취득,신규 취득,박대리
M201908907,2019-03-02,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201908908,2019-02-15,2019-03-12,False,취득,신규 취득,박대리
M201908908,2019-03-13,2024-10-06,False,운용,신규운용 승인 및 사용 시작,박대리
M201908908,2024-10-07,2024-12-09,False,불용,수리비용과다,황팀장
M201908908,2024-12-10,2099-12-31,True,처분,폐기 완료,황팀장
M201908909,2019-02-15,2019-03-07,False,취득,신규 취득,박대리
M201908909,2019-03-08,2024-04-28,False,운용,신규운용 승인 및 사용 시작,박대리
M201908909,2024-04-29,2024-07-02,False,불용,노후화(성능저하),황팀장
M201908909,2024-07-03,2099-12-31,True,처분,폐기 완료,황팀장
M201908910,2019-02-15,2019-02-27,False,취득,신규 취득,박대리
M201908910,2019-02-28,2024-06-16,False,운용,신규운용 승인 및 사용 시작,박대리
M201908910,2024-06-17,2024-08-16,False,불용,고장/파손,황팀장
M201908910,2024-08-17,2099-12-31,True,처분,폐기 완료,황팀장
M201908911,2019-02-15,2019-03-11,False,취득,신규 취득,박대리
M201908911,2019-03-12,2025-05-03,False,운용,신규운용 승인 및 사용 시작,박대리
M201908911,2025-05-04,2025-07-15,False,불용,노후화(성능저하),황팀장
M201908911,2025-07-16,2099-12-31,True,처분,폐기 완료,황팀장
M201908912,2019-02-15,2019-03-08,False,취득,신규 취득,박대리
M201908912,2019-03-09,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201908913,2019-02-15,2019-03-02,False,취득,신규 취득,박대리
M201908913,2019-03-03,2024-03-29,False,운용,신규운용 승인 및 사용 시작,박대리
M201908913,2024-03-30,2024-05-25,False,불용,고장/파손,황팀장
M201908913,2024-05-26,2099-12-31,True,처분,폐기 완료,황팀장
M201908914,2019-02-15,2019-02-25,False,취득,신규 취득,박대리
M201908914,2019-02-26,2023-06-20,False,운용,신규운용 승인 및 사용 시작,박대리
M201908914,2023-06-21,2023-08-20,False,불용,수리비용과다,황팀장
M201908914,2023-08-21,2099-12-31,True,처분,폐기 완료,황팀장
M201908915,2019-02-15,2019-03-02,False,취득,신규 취득,박대리
M201908915,2019-03-03,2021-12-26,False,운용,신규운용 승인 및 사용 시작,박대리
M201908915,2021-12-27,2022-02-24,False,불용,수리비용과다,황팀장
M201908915,2022-02-25,2099-12-31,True,처분,폐기 완료,황팀장
M201908916,2019-02-15,2019-02-28,False,취득,신규 취득,박대리
M201908916,2019-03-01,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201908917,2019-02-15,2019-02-28,False,취득,신규 취득,박대리
M201908917,2019-03-01,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201908918,2019-02-15,2019-03-02,False,취득,신규 취득,박대리
M201908918,2019-03-03,2023-10-22,False,운용,신규운용 승인 및 사용 시작,박대리
M201908918,2023-10-23,2023-12-15,False,불용,수리비용과다,황팀장
M201908918,2023-12-16,2099-12-31,True,처분,매각 완료,황팀장
M201908919,2019-02-15,2019-03-12,False,취득,신규 취득,박대리
M201908919,2019-03-13,2023-03-25,False,운용,신규운용 승인 및 사용 시작,박대리
M201908919,2023-03-26,2023-07-02,False,불용,노후화(성능저하),황팀장
M201908919,2023-07-03,2099-12-31,True,처분,폐기 완료,황팀장
M201908920,2019-02-15,2019-03-04,False,취득,신규 취득,박대리
M201908920,2019-03-05,2024-10-06,False,운용,신규운용 승인 및 사용 시작,박대리
M201908920,2024-10-07,2024-11-18,False,불용,고장/파손,황팀장
M201908920,2024-11-19,2099-12-31,True,처분,폐기 완료,황팀장
M201908965,2019-03-10,2019-03-22,False,취득,신규 취득,박대리
M201908965,2019-03-23,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201908966,2019-03-10,2019-03-30,False,취득,신규 취득,박대리
M201908966,2019-03-31,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201908967,2019-03-10,2019-03-25,False,취득,신규 취득,박대리
M201908967,2019-03-26,2024-11-28,False,운용,신규운용 승인 및 사용 시작,박대리
M201908967,2024-11-29,2025-01-14,False,불용,수리비용과다,황팀장
M201908967,2025-01-15,2099-12-31,True,처분,폐기 완료,황팀장
M201908968,2019-03-10,2019-03-21,False,취득,신규 취득,박대리
M201908968,2019-03-22,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201908969,2019-03-10,2019-03-31,False,취득,신규 취득,박대리
M201908969,2019-04-01,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201908970,2019-03-10,2019-04-06,False,취득,신규 취득,박대리
M201908970,2019-04-07,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201908971,2019-03-10,2019-03-24,False,취득,신규 취득,박대리
M201908971,2019-03-25,2021-09-15,False,운용,신규운용 승인 및 사용 시작,박대리
M201908971,2021-09-16,2021-10-30,False,불용,노후화(성능저하),황팀장
M201908971,2021-10-31,2099-12-31,True,처분,폐기 완료,황팀장
M201908972,2019-03-10,2019-04-06,False,취득,신규 취득,박대리
M201908972,2019-04-07,2019-07-27,False,운용,신규운용 승인 및 사용 시작,박대리
M201908972,2019-07-28,2019-08-25,False,반납,잉여물품,박대리
M201908972,2019-08-26,2019-10-29,False,불용,구형화,황팀장
M201908972,2019-10-30,2099-12-31,True,처분,매각 완료,황팀장
M201908973,2019-03-10,2019-03-19,False,취득,신규 취득,박대리
M201908973,2019-03-20,2023-09-15,False,운용,신규운용 승인 및 사용 시작,박대리
M201908973,2023-09-16,2023-11-18,False,불용,노후화(성능저하),황팀장
M201908973,2023-11-19,2099-12-31,True,처분,폐기 완료,황팀장
M201908974,2019-03-10,2019-03-30,False,취득,신규 취득,박대리
M201908974,2019-03-31,2022-08-20,False,운용,신규운용 승인 및 사용 시작,박대리
M201908974,2022-08-21,2022-09-30,False,불용,고장/파손,황팀장
M201908974,2022-10-01,2099-12-31,True,처분,폐기 완료,황팀장
M201908975,2019-03-10,2019-03-28,False,취득,신규 취득,박대리
M201908975,2019-03-29,2024-10-17,False,운용,신규운용 승인 및 사용 시작,박대리
M201908975,2024-10-18,2025-01-05,False,불용,고장/파손,황팀장
M201908975,2025-01-06,2099-12-31,True,처분,도난 완료,황팀장
M201908976,2019-03-10,2019-03-20,False,취득,신규 취득,박대리
M201908976,2019-03-21,2024-06-08,False,운용,신규운용 승인 및 사용 시작,박대리
M201908976,2024-06-09,2024-09-02,False,불용,노후화(성능저하),황팀장
M201908976,2024-09-03,2099-12-31,True,처분,폐기 완료,황팀장
M201908999,2019-09-01,2019-09-12,False,취득,신규 취득,박대리
M201908999,2019-09-13,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201909000,2019-09-01,2019-09-14,False,취득,신규 취득,박대리
M201909000,2019-09-15,2024-09-01,False,운용,신규운용 승인 및 사용 시작,박대리
M201909000,2024-09-02,2024-10-25,False,불용,고장/파손,황팀장
M201909000,2024-10-26,2099-12-31,True,처분,폐기 완료,황팀장
M201909001,2019-09-01,2019-09-22,False,취득,신규 취득,박대리
M201909001,2019-09-23,2024-01-19,False,운용,신규운용 승인 및 사용 시작,박대리
M201909001,2024-01-20,2024-02-27,False,불용,수리비용과다,황팀장
M201909001,2024-02-28,2099-12-31,True,처분,폐기 완료,황팀장
M201909153,2019-10-07,2019-10-28,False,취득,신규 취득,박대리
M201909153,2019-10-29,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201909154,2019-10-07,2019-10-24,False,취득,신규 취득,박대리
M201909154,2019-10-25,2023-07-22,False,운용,신규운용 승인 및 사용 시작,박대리
M201909154,2023-07-23,2023-10-12,False,불용,고장/파손,황팀장
M201909154,2023-10-13,2099-12-31,True,처분,폐기 완료,황팀장
M201909391,2019-12-01,2019-12-17,False,취득,신규 취득,박대리
M201909391,2019-12-18,2025-08-11,False,운용,신규운용 승인 및 사용 시작,박대리
M201909391,2025-08-12,2025-10-24,False,불용,노후화(성능저하),황팀장
M201909391,2025-10-25,2099-12-31,True,처분,폐기 완료,황팀장
M201909403,2019-12-03,2019-12-08,False,취득,신규 취득,박대리
M201909403,2019-12-09,2026-01-30,False,운용,신규운용 승인 및 사용 시작,박대리
M201909403,2026-01-31,2026-02-09,False,불용,노후화(성능저하),황팀장
M201909403,2026-02-10,2099-12-31,True,처분,폐기 완료,황팀장
M201909446,2019-02-05,2019-02-19,False,취득,신규 취득,박대리
M201909446,2019-02-20,2020-02-20,False,운용,신규운용 승인 및 사용 시작,박대리
M201909446,2020-02-21,2020-03-29,False,반납,사업종료,박대리
M201909446,2020-03-30,2020-05-27,False,불용,활용부서부재,황팀장
M201909446,2020-05-28,2099-12-31,True,처분,폐기 완료,황팀장
M201909447,2019-02-05,2019-02-21,False,취득,신규 취득,박대리
M201909447,2019-02-22,2019-06-26,False,운용,신규운용 승인 및 사용 시작,박대리
M201909447,2019-06-27,2019-07-18,False,반납,사업종료,박대리
M201909447,2019-07-19,2019-08-30,False,불용,구형화,황팀장
M201909447,2019-08-31,2099-12-31,True,처분,매각 완료,황팀장
M201909448,2019-02-05,2019-02-21,False,취득,신규 취득,박대리
M201909448,2019-02-22,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201909449,2019-02-05,2019-02-17,False,취득,신규 취득,박대리
M201909449,2019-02-18,2020-01-04,False,운용,신규운용 승인 및 사용 시작,박대리
M201909449,2020-01-05,2099-12-31,True,반납,잉여물품,박대리
M201909450,2019-02-05,2019-02-15,False,취득,신규 취득,박대리
M201909450,2019-02-16,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201909451,2019-02-05,2019-02-16,False,취득,신규 취득,박대리
M201909451,2019-02-17,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201909452,2019-02-05,2019-02-25,False,취득,신규 취득,박대리
M201909452,2019-02-26,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201909453,2019-02-05,2019-02-24,False,취득,신규 취득,박대리
M201909453,2019-02-25,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201909454,2019-02-05,2019-02-22,False,취득,신규 취득,박대리
M201909454,2019-02-23,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201909455,2019-02-05,2019-02-13,False,취득,신규 취득,박대리
M201909455,2019-02-14,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201909456,2019-02-05,2019-02-13,False,취득,신규 취득,박대리
M201909456,2019-02-14,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201909457,2019-02-05,2019-02-21,False,취득,신규 취득,박대리
M201909457,2019-02-22,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201909458,2019-02-05,2019-02-16,False,취득,신규 취득,박대리
M201909458,2019-02-17,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201909459,2019-02-05,2019-02-25,False,취득,신규 취득,박대리
M201909459,2019-02-26,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201909460,2019-02-05,2019-02-17,False,취득,신규 취득,박대리
M201909460,2019-02-18,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201909585,2019-02-23,2019-03-07,False,취득,신규 취득,박대리
M201909585,2019-03-08,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201909586,2019-02-23,2019-03-06,False,취득,신규 취득,박대리
M201909586,2019-03-07,2019-04-22,False,운용,신규운용 승인 및 사용 시작,박대리
M201909586,2019-04-23,2019-05-27,False,반납,사업종료,박대리
M201909586,2019-05-28,2099-12-31,True,불용,활용부서부재,황팀장
M201909833,2019-07-02,2019-07-21,False,취득,신규 취득,박대리
M201909833,2019-07-22,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201909889,2019-10-12,2019-10-25,False,취득,신규 취득,박대리
M201909889,2019-10-26,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201910009,2019-10-26,2019-11-14,False,취득,신규 취득,박대리
M201910009,2019-11-15,2024-05-11,False,운용,신규운용 승인 및 사용 시작,박대리
M201910009,2024-05-12,2024-06-29,False,불용,수리비용과다,황팀장
M201910009,2024-06-30,2099-12-31,True,처분,폐기 완료,황팀장
M201910075,2019-02-22,2019-03-02,False,취득,신규 취득,박대리
M201910075,2019-03-03,2024-06-12,False,운용,신규운용 승인 및 사용 시작,박대리
M201910075,2024-06-13,2024-09-01,False,불용,노후화(성능저하),황팀장
M201910075,2024-09-02,2099-12-31,True,처분,폐기 완료,황팀장
M201910081,2019-10-27,2019-11-10,False,취득,신규 취득,박대리
M201910081,2019-11-11,2025-12-03,False,운용,신규운용 승인 및 사용 시작,박대리
M201910081,2025-12-04,2026-02-09,False,불용,노후화(성능저하),황팀장
M201910081,2026-02-10,2099-12-31,True,처분,폐기 완료,황팀장
M201910082,2019-10-27,2019-11-13,False,취득,신규 취득,박대리
M201910082,2019-11-14,2025-05-09,False,운용,신규운용 승인 및 사용 시작,박대리
M201910082,2025-05-10,2025-08-16,False,불용,고장/파손,황팀장
M201910082,2025-08-17,2099-12-31,True,처분,폐기 완료,황팀장
M201910218,2019-03-11,2019-03-26,False,취득,신규 취득,박대리
M201910218,2019-03-27,2024-01-23,False,운용,신규운용 승인 및 사용 시작,박대리
M201910218,2024-01-24,2024-03-10,False,불용,노후화(성능저하),황팀장
M201910218,2024-03-11,2099-12-31,True,처분,폐기 완료,황팀장
M201910219,2019-03-11,2019-03-31,False,취득,신규 취득,박대리
M201910219,2019-04-01,2025-06-11,False,운용,신규운용 승인 및 사용 시작,박대리
M201910219,2025-06-12,2025-07-26,False,불용,고장/파손,황팀장
M201910219,2025-07-27,2099-12-31,True,처분,폐기 완료,황팀장
M201910226,2019-06-24,2019-07-04,False,취득,신규 취득,박대리
M201910226,2019-07-05,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201910227,2019-06-24,2019-07-16,False,취득,신규 취득,박대리
M201910227,2019-07-17,2023-04-04,False,운용,신규운용 승인 및 사용 시작,박대리
M201910227,2023-04-05,2023-06-08,False,불용,고장/파손,황팀장
M201910227,2023-06-09,2099-12-31,True,처분,폐기 완료,황팀장
M201910234,2019-01-22,2019-01-29,False,취득,신규 취득,박대리
M201910234,2019-01-30,2023-11-22,False,운용,신규운용 승인 및 사용 시작,박대리
M201910234,2023-11-23,2024-01-15,False,불용,수리비용과다,황팀장
M201910234,2024-01-16,2099-12-31,True,처분,폐기 완료,황팀장
M201910235,2019-01-22,2019-01-30,False,취득,신규 취득,박대리
M201910235,2019-01-31,2023-05-08,False,운용,신규운용 승인 및 사용 시작,박대리
M201910235,2023-05-09,2023-07-12,False,불용,노후화(성능저하),황팀장
M201910235,2023-07-13,2099-12-31,True,처분,폐기 완료,황팀장
M201910276,2019-10-11,2019-10-26,False,취득,신규 취득,박대리
M201910276,2019-10-27,2025-11-30,False,운용,신규운용 승인 및 사용 시작,박대리
M201910276,2025-12-01,2026-01-13,False,불용,수리비용과다,황팀장
M201910276,2026-01-14,2099-12-31,True,처분,폐기 완료,황팀장
M201910277,2019-10-11,2019-10-15,False,취득,신규 취득,박대리
M201910277,2019-10-16,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201910278,2019-10-11,2019-10-23,False,취득,신규 취득,박대리
M201910278,2019-10-24,2020-03-17,False,운용,신규운용 승인 및 사용 시작,박대리
M201910278,2020-03-18,2020-03-31,False,반납,사업종료,박대리
M201910278,2020-04-01,2099-12-31,True,운용,재사용(1회차) 승인 및 사용 시작,박대리
M201910279,2019-10-11,2019-10-19,False,취득,신규 취득,박대리
M201910279,2019-10-20,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201910280,2019-10-11,2019-10-27,False,취득,신규 취득,박대리
M201910280,2019-10-28,2024-02-11,False,운용,신규운용 승인 및 사용 시작,박대리
M201910280,2024-02-12,2024-04-29,False,불용,노후화(성능저하),황팀장
M201910280,2024-04-30,2099-12-31,True,처분,폐기 완료,황팀장
M201910281,2019-10-11,2019-10-25,False,취득,신규 취득,박대리
M201910281,2019-10-26,2025-10-09,False,운용,신규운용 승인 및 사용 시작,박대리
M201910281,2025-10-10,2025-12-02,False,불용,노후화(성능저하),황팀장
M201910281,2025-12-03,2099-12-31,True,처분,폐기 완료,황팀장
M201910282,2019-10-11,2019-10-25,False,취득,신규 취득,박대리
M201910282,2019-10-26,2025-01-05,False,운용,신규운용 승인 및 사용 시작,박대리
M201910282,2025-01-06,2025-03-03,False,불용,고장/파손,황팀장
M201910282,2025-03-04,2099-12-31,True,처분,폐기 완료,황팀장
M201910283,2019-10-11,2019-10-28,False,취득,신규 취득,박대리
M201910283,2019-10-29,2022-08-23,False,운용,신규운용 승인 및 사용 시작,박대리
M201910283,2022-08-24,2022-10-22,False,불용,고장/파손,황팀장
M201910283,2022-10-23,2099-12-31,True,처분,폐기 완료,황팀장
M201910284,2019-10-11,2019-11-07,False,취득,신규 취득,박대리
M201910284,2019-11-08,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201910285,2019-10-11,2019-10-25,False,취득,신규 취득,박대리
M201910285,2019-10-26,2024-01-25,False,운용,신규운용 승인 및 사용 시작,박대리
M201910285,2024-01-26,2024-03-12,False,불용,수리비용과다,황팀장
M201910285,2024-03-13,2099-12-31,True,처분,폐기 완료,황팀장
M201910286,2019-10-11,2099-12-31,True,취득,신규 취득,박대리
M201910287,2019-10-11,2019-11-04,False,취득,신규 취득,박대리
M201910287,2019-11-05,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201910288,2019-10-11,2019-10-24,False,취득,신규 취득,박대리
M201910288,2019-10-25,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201910289,2019-10-11,2019-10-28,False,취득,신규 취득,박대리
M201910289,2019-10-29,2025-04-10,False,운용,신규운용 승인 및 사용 시작,박대리
M201910289,2025-04-11,2025-06-13,False,불용,고장/파손,황팀장
M201910289,2025-06-14,2099-12-31,True,처분,폐기 완료,황팀장
M201910290,2019-10-11,2019-10-30,False,취득,신규 취득,박대리
M201910290,2019-10-31,2024-04-15,False,운용,신규운용 승인 및 사용 시작,박대리
M201910290,2024-04-16,2024-07-05,False,불용,노후화(성능저하),황팀장
M201910290,2024-07-06,2099-12-31,True,처분,폐기 완료,황팀장
M201910291,2019-10-11,2019-10-25,False,취득,신규 취득,박대리
M201910291,2019-10-26,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201910292,2019-10-11,2019-10-25,False,취득,신규 취득,박대리
M201910292,2019-10-26,2023-02-01,False,운용,신규운용 승인 및 사용 시작,박대리
M201910292,2023-02-02,2023-03-25,False,불용,고장/파손,황팀장
M201910292,2023-03-26,2099-12-31,True,처분,폐기 완료,황팀장
