점검수리일자,물품고유번호,G2B_목록번호,G2B_목록명,운용부서,점검수리구분,처리결과,수리비용,장애심각도,비고
2011-03-21,M200900774,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,경미수리,18000,1,회의용탁자 정기점검
2012-09-23,M200900774,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),장애점검,경미수리,15000,1,회의용탁자 장애점검
2013-10-08,M200900774,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2016-01-07,M200900774,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),부품교체,주요수리,77000,3,회의용탁자 부품교체
2010-12-10,M200900775,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2011-06-21,M200900775,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2011-12-09,M200900775,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,경미수리,14000,1,회의용탁자 정기점검
2014-11-16,M200900775,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),수리,주요수리,81000,2,회의용탁자 수리
2015-10-24,M200900775,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),수리,주요수리,57000,2,회의용탁자 수리
2021-03-31,M200900775,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2023-04-22,M200900775,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,경미수리,9000,1,회의용탁자 정기점검
2024-05-03,M200900775,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),부품교체,주요수리,44000,3,회의용탁자 부품교체
2010-03-08,M200900776,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2017-01-20,M200900776,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),장애점검,경미수리,12000,1,회의용탁자 장애점검
2017-09-10,M200900776,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),수리,주요수리,62000,2,회의용탁자 수리
2018-05-18,M200900776,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2020-03-10,M200900776,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2020-04-13,M200900776,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2021-07-12,M200900776,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2021-09-03,M200900776,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),부품교체,주요수리,72000,3,회의용탁자 부품교체
2021-11-26,M200900776,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),수리,주요수리,84000,2,회의용탁자 수리
2025-06-19,M200900776,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,경미수리,11000,1,회의용탁자 정기점검
2010-06-09,M200900777,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,경미수리,19000,1,회의용탁자 정기점검
2011-01-31,M200900777,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2011-09-26,M200900777,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),장애점검,경미수리,21000,1,회의용탁자 장애점검
2013-12-13,M200900777,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),장애점검,경미수리,9000,1,회의용탁자 장애점검
2016-04-02,M200900777,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),장애점검,경미수리,19000,1,회의용탁자 장애점검
2020-05-09,M200900777,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2022-01-06,M200900777,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),수리,주요수리,79000,2,회의용탁자 수리
2022-06-21,M200900777,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),장애점검,경미수리,13000,1,회의용탁자 장애점검
2024-03-16,M200900777,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),장애점검,경미수리,10000,1,회의용탁자 장애점검
2024-04-07,M200900777,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),장애점검,경미수리,9000,1,회의용탁자 장애점검
2011-01-10,M200900778,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,경미수리,21000,1,회의용탁자 정기점검
2012-05-30,M200900778,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),장애점검,경미수리,12000,1,회의용탁자 장애점검
2013-07-12,M200900778,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2014-11-14,M200900778,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),장애점검,경미수리,7000,1,회의용탁자 장애점검
2015-02-27,M200900778,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),장애점검,경미수리,21000,1,회의용탁자 장애점검
2011-01-07,M200900779,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2013-05-17,M200900779,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),수리,주요수리,52000,2,회의용탁자 수리
2015-05-09,M200900779,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),장애점검,경미수리,19000,1,회의용탁자 장애점검
2016-04-12,M200900779,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2020-11-12,M201900461,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2022-11-10,M201900462,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2023-07-06,M201900462,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,경미수리,12000,1,회의용탁자 정기점검
2022-01-17,M201900463,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),부품교체,주요수리,54000,3,회의용탁자 부품교체
2022-07-11,M201900463,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2026-02-06,M201900463,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),장애점검,경미수리,17000,1,회의용탁자 장애점검
2020-02-06,M201900464,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),수리,주요수리,52000,2,회의용탁자 수리
2021-05-04,M201900464,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),수리,주요수리,48000,2,회의용탁자 수리
2022-02-06,M201900464,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),수리,주요수리,57000,2,회의용탁자 수리
2020-07-01,M201900465,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,경미수리,16000,1,회의용탁자 정기점검
2021-12-04,M201900465,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2023-04-11,M201900465,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),수리,주요수리,41000,2,회의용탁자 수리
2024-04-03,M201900465,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2020-03-08,M201900466,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2021-11-10,M201900466,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2020-02-16,M201900467,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2020-06-19,M201900467,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),장애점검,경미수리,11000,1,회의용탁자 장애점검
2020-11-25,M201900467,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2023-03-07,M201900467,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2023-04-05,M201900467,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),수리,주요수리,59000,2,회의용탁자 수리
2023-06-26,M201900467,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2020-12-17,M201900468,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2022-02-11,M201900468,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),수리,주요수리,90000,2,회의용탁자 수리
2023-11-14,M201900468,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,경미수리,11000,1,회의용탁자 정기점검
2024-03-10,M201900468,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),장애점검,경미수리,21000,1,회의용탁자 장애점검
2025-05-06,M201900468,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),수리,주요수리,82000,2,회의용탁자 수리
2021-09-20,M201900469,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),수리,주요수리,62000,2,회의용탁자 수리
2020-02-22,M201900470,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),수리,주요수리,68000,2,회의용탁자 수리
2020-02-25,M201900470,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),장애점검,경미수리,21000,1,회의용탁자 장애점검
2020-06-30,M201900470,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2021-06-05,M201900470,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2024-01-06,M201900470,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),부품교체,주요수리,72000,3,회의용탁자 부품교체
2020-09-06,M201900471,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),장애점검,경미수리,21000,1,회의용탁자 장애점검
2022-06-02,M201900471,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,경미수리,20000,1,회의용탁자 정기점검
2021-12-12,M201900472,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),장애점검,경미수리,8000,0,회의용탁자 장애점검
2023-01-16,M201900472,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2023-03-02,M201900472,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2023-08-25,M201900472,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2024-09-20,M201900473,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,경미수리,16000,1,회의용탁자 정기점검
2025-06-05,M201900473,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,경미수리,9000,1,회의용탁자 정기점검
2021-08-11,M201900474,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2022-01-20,M201900474,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2024-02-05,M201900474,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2024-05-20,M201900474,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2020-07-04,M201900475,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2020-09-17,M201900475,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2021-07-12,M201900475,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),부품교체,주요수리,65000,3,회의용탁자 부품교체
2021-09-06,M201900475,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2025-03-30,M201900475,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2020-06-28,M201900476,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,경미수리,12000,1,회의용탁자 정기점검
2021-05-01,M201900476,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),수리,주요수리,44000,2,회의용탁자 수리
2021-10-09,M201900476,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2022-01-28,M201900476,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),장애점검,경미수리,16000,1,회의용탁자 장애점검
2023-03-19,M201900476,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2025-10-22,M201900477,5610170622575869,회의용탁자,자연과학대학RC행정팀(서울),정기점검,정상,0,0,회의용탁자 정기점검
2009-01-29,M200600551,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),정기점검,정상,0,0,디지털카메라 정기점검
2009-07-05,M200600551,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),장애점검,경미수리,69000,1,디지털카메라 장애점검
2009-09-01,M200600551,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),장애점검,경미수리,60000,1,디지털카메라 장애점검
2009-09-12,M200600551,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),정기점검,경미수리,76000,1,디지털카메라 정기점검
2013-10-15,M200600551,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),정기점검,정상,0,0,디지털카메라 정기점검
2010-05-06,M200600552,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),정기점검,정상,0,0,디지털카메라 정기점검
2010-06-29,M200600552,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),부품교체,주요수리,285000,3,디지털카메라 부품교체
2010-11-17,M200600552,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),수리,주요수리,143000,2,디지털카메라 수리
2014-05-02,M200600552,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),장애점검,경미수리,65000,1,디지털카메라 장애점검
2015-02-12,M200600552,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),정기점검,정상,0,0,디지털카메라 정기점검
2015-05-03,M200600552,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),수리,주요수리,203000,2,디지털카메라 수리
2015-08-23,M200600552,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),부품교체,주요수리,169000,3,디지털카메라 부품교체
2015-09-25,M200600552,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),부품교체,주요수리,217000,3,디지털카메라 부품교체
2007-12-07,M200600553,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),정기점검,경미수리,55000,1,디지털카메라 정기점검
2009-06-01,M200600553,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),수리,주요수리,156000,2,디지털카메라 수리
2011-03-30,M200600553,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),정기점검,경미수리,70000,1,디지털카메라 정기점검
2012-04-09,M200600553,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),정기점검,경미수리,48000,1,디지털카메라 정기점검
2012-11-11,M200600553,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),정기점검,정상,0,0,디지털카메라 정기점검
2013-01-22,M200600553,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),정기점검,정상,0,0,디지털카메라 정기점검
2013-03-17,M200600553,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),부품교체,주요수리,130000,3,디지털카메라 부품교체
2013-10-02,M200600553,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),정기점검,경미수리,33000,1,디지털카메라 정기점검
2017-11-22,M200600553,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),장애점검,경미수리,34000,1,디지털카메라 장애점검
2021-06-08,M200600553,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),장애점검,경미수리,40000,1,디지털카메라 장애점검
2021-07-15,M200600553,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),장애점검,경미수리,37000,1,디지털카메라 장애점검
2025-03-02,M200600553,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),수리,주요수리,176000,2,디지털카메라 수리
2015-10-10,M201500545,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),수리,주요수리,166000,2,디지털카메라 수리
2019-04-01,M201500545,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),정기점검,경미수리,42000,1,디지털카메라 정기점검
2019-07-28,M201500545,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),정기점검,정상,0,0,디지털카메라 정기점검
2021-08-07,M201500545,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),부품교체,주요수리,173000,3,디지털카메라 부품교체
2022-02-06,M201500545,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),수리,주요수리,246000,2,디지털카메라 수리
2018-06-09,M201500546,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),부품교체,주요수리,214000,3,디지털카메라 부품교체
2015-10-26,M201500547,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),정기점검,정상,0,0,디지털카메라 정기점검
2016-06-24,M201500547,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),정기점검,정상,0,0,디지털카메라 정기점검
2020-02-26,M201500547,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),장애점검,경미수리,69000,1,디지털카메라 장애점검
2020-11-11,M201500547,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),수리,주요수리,165000,2,디지털카메라 수리
2025-05-10,M202300332,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),정기점검,정상,0,0,디지털카메라 정기점검
2025-09-24,M202300333,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),정기점검,경미수리,61000,1,디지털카메라 정기점검
2025-12-14,M202300333,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),정기점검,정상,0,0,디지털카메라 정기점검
2006-03-12,M200500709,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),장애점검,경미수리,55000,1,디지털카메라 장애점검
2008-05-07,M200500709,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),수리,주요수리,238000,2,디지털카메라 수리
2009-03-25,M200500709,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),수리,주요수리,250000,2,디지털카메라 수리
2010-02-26,M200500709,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),수리,주요수리,222000,2,디지털카메라 수리
2010-11-29,M200500709,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),정기점검,정상,0,0,디지털카메라 정기점검
2012-06-13,M200500709,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),정기점검,정상,0,0,디지털카메라 정기점검
2012-08-23,M200500709,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),정기점검,경미수리,29000,1,디지털카메라 정기점검
2005-11-17,M200500710,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),장애점검,경미수리,62000,1,디지털카메라 장애점검
2006-01-20,M200500710,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),정기점검,경미수리,29000,1,디지털카메라 정기점검
2006-05-14,M200500710,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),정기점검,정상,0,0,디지털카메라 정기점검
2006-10-20,M200500710,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),정기점검,경미수리,49000,1,디지털카메라 정기점검
2008-12-19,M200500710,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),정기점검,정상,0,0,디지털카메라 정기점검
2010-05-26,M200500710,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),정기점검,정상,0,0,디지털카메라 정기점검
2011-02-27,M200500710,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),정기점검,경미수리,44000,1,디지털카메라 정기점검
2019-04-11,M201400394,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),장애점검,경미수리,68000,1,디지털카메라 장애점검
2020-02-29,M201400394,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),장애점검,경미수리,65000,0,디지털카메라 장애점검
2020-10-07,M201400394,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),장애점검,경미수리,78000,1,디지털카메라 장애점검
2020-08-15,M201400395,4512150425468676,디지털카메라,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,디지털카메라 정기점검
2020-09-21,M201400395,4512150425468676,디지털카메라,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,디지털카메라 정기점검
2021-03-04,M201400395,4512150425468676,디지털카메라,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,디지털카메라 정기점검
2025-09-13,M202400399,4512150425468676,디지털카메라,자연과학대학RC행정팀(서울),정기점검,정상,0,0,디지털카메라 정기점검
2010-05-11,M200900724,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),정기점검,정상,0,0,다기능복사기 정기점검
2019-02-02,M201700399,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),장애점검,경미수리,7000,1,다기능복사기 장애점검
2019-07-02,M201700399,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),정기점검,경미수리,8000,1,다기능복사기 정기점검
2020-11-26,M201700399,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),정기점검,정상,0,0,다기능복사기 정기점검
2021-01-01,M201700399,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),장애점검,경미수리,7000,0,다기능복사기 장애점검
2021-05-16,M201700399,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),수리,주요수리,36000,2,다기능복사기 수리
2022-11-07,M201700399,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),정기점검,정상,0,0,다기능복사기 정기점검
2013-12-22,M200900726,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),정기점검,정상,0,0,다기능복사기 정기점검
2015-09-13,M200900726,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),수리,주요수리,24000,2,다기능복사기 수리
2018-07-21,M201700400,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),부품교체,주요수리,39000,3,다기능복사기 부품교체
2018-08-17,M201700400,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),정기점검,정상,0,0,다기능복사기 정기점검
2022-11-09,M201700400,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),정기점검,정상,0,0,다기능복사기 정기점검
2023-11-13,M201700400,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),부품교체,주요수리,37000,3,다기능복사기 부품교체
2023-11-15,M201700400,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),부품교체,주요수리,51000,3,다기능복사기 부품교체
2024-08-20,M201700400,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),정기점검,정상,0,0,다기능복사기 정기점검
2025-08-25,M201700400,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),정기점검,정상,0,0,다기능복사기 정기점검
2009-11-17,M200900727,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),수리,주요수리,34000,2,다기능복사기 수리
2010-03-10,M200900727,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),정기점검,정상,0,0,다기능복사기 정기점검
2010-04-12,M200900727,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),정기점검,정상,0,0,다기능복사기 정기점검
2019-10-28,M201800538,4410150325652906,다기능복사기,학생지원팀(ERICA),정기점검,정상,0,0,다기능복사기 정기점검
2020-01-22,M201800538,4410150325652906,다기능복사기,학생지원팀(ERICA),정기점검,정상,0,0,다기능복사기 정기점검
2020-11-20,M201800538,4410150325652906,다기능복사기,학생지원팀(ERICA),정기점검,정상,0,0,다기능복사기 정기점검
2022-12-03,M201800538,4410150325652906,다기능복사기,학생지원팀(ERICA),정기점검,경미수리,12000,1,다기능복사기 정기점검
2023-03-16,M201800538,4410150325652906,다기능복사기,학생지원팀(ERICA),장애점검,경미수리,8000,1,다기능복사기 장애점검
2025-06-28,M201800538,4410150325652906,다기능복사기,학생지원팀(ERICA),정기점검,정상,0,0,다기능복사기 정기점검
2010-04-19,M200900725,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),정기점검,정상,0,0,다기능복사기 정기점검
2016-03-05,M200900725,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),장애점검,경미수리,8000,1,다기능복사기 장애점검
2016-08-18,M200900725,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),장애점검,경미수리,6000,1,다기능복사기 장애점검
2017-01-11,M200900725,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),수리,주요수리,43000,2,다기능복사기 수리
2019-04-17,M201700398,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),정기점검,정상,0,0,다기능복사기 정기점검
2020-07-27,M201700398,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),정기점검,정상,0,0,다기능복사기 정기점검
2020-07-28,M201700398,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),정기점검,경미수리,10000,1,다기능복사기 정기점검
2022-04-04,M201700398,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),장애점검,경미수리,12000,0,다기능복사기 장애점검
2007-10-28,M200600545,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),장애점검,경미수리,8000,0,다기능복사기 장애점검
2009-03-07,M200600545,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),장애점검,경미수리,4000,1,다기능복사기 장애점검
2009-09-12,M200600545,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),정기점검,정상,0,0,다기능복사기 정기점검
2010-01-23,M200600545,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),정기점검,정상,0,0,다기능복사기 정기점검
2010-02-10,M200600545,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),정기점검,경미수리,4000,1,다기능복사기 정기점검
2011-04-05,M200600545,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),정기점검,정상,0,0,다기능복사기 정기점검
2011-05-08,M200600545,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),수리,주요수리,43000,2,다기능복사기 수리
2011-11-19,M200600545,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),장애점검,경미수리,6000,1,다기능복사기 장애점검
2012-05-18,M200600545,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),장애점검,경미수리,9000,0,다기능복사기 장애점검
2013-12-25,M200600545,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),수리,주요수리,42000,2,다기능복사기 수리
2017-11-09,M201600638,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),정기점검,정상,0,0,다기능복사기 정기점검
2019-02-08,M201600638,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),정기점검,정상,0,0,다기능복사기 정기점검
2019-03-29,M201600638,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),장애점검,경미수리,5000,0,다기능복사기 장애점검
2020-05-07,M201600638,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),장애점검,경미수리,6000,1,다기능복사기 장애점검
2022-02-02,M201600638,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),수리,주요수리,29000,2,다기능복사기 수리
2023-06-21,M201600638,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),정기점검,정상,0,0,다기능복사기 정기점검
2024-03-14,M201600638,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),수리,주요수리,46000,2,다기능복사기 수리
2010-01-20,M200900728,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),수리,주요수리,36000,2,다기능복사기 수리
2010-07-18,M200900728,4410150325652906,다기능복사기,자연과학대학RC행정팀(서울),수리,주요수리,40000,2,다기능복사기 수리
